"","V1","V2","V3","Yao_MarAprlink$."
"t_time122","2018-03-19 12:14","國民黨傳有「倒丁」聯盟？丁守中：不在乎","  國民黨高雄市黨部主委韓國瑜，原被黨主席吳敦義鎖定投入高雄市長選戰，不料韓國瑜未如期在就職滿半年時宣布參選，上周更無預警一度要登記參加國民黨台北市長提名初選，引發震撼，黨內人士則是研判，韓國瑜的舉動，恐怕和黨內的「倒丁」勢力有關。 對此，國民黨台北市長擬參選人、前立委丁守中表示，確實沒有意料到韓國瑜會現身，不過老實講，現在對流言、放話都不在乎，就是朝著自己的目標努力前進。 丁守中說，國民黨目前4個參選人，大家各有所長，大家都是君子之爭，全力拚基層，選舉過程有各種各樣的力量，有些是媒體放話、民進黨放話，與其每天為了傳言傷腦筋，還不如鎖定年底選舉前進，對手只有柯文哲一個人。 丁守中強調，國民黨團結都不一定會贏，更何況是不團結，如今就是進入公平初選，全力以赴。","https://udn.com/news/story/10958/3039123"
"t_time123","2018-03-19 11:01","柯P拜會王金平尋泛藍支持？郝龍斌酸：騎牆派"," 對於台北市柯文哲一個月前曾去拜會前立法院長王金平，似乎在尋求支持，爭取泛藍選票，郝龍斌則酸，過去柯文哲和綠營密切合作，但現在綠營不滿意柯文哲，柯就轉而討好藍營，這樣子騎牆，沒有政策、沒有理念，不是政治人物該做的事情。記者邱瓊玉／攝影分享  facebook   年底台北市長選舉戰況激烈，國民黨台北市長擬參選人、台北市議員鍾小平今在市府大門口舉辦「單車遊台北」活動，以單車方式巡視台北市長柯文哲3年多來的施政，包括大巨蛋、內湖交通、台北藝術中心、萬華遊民問題、美河市等，並請來前市長郝龍斌站台，強調要帶大家看看「柯P荒政」。 鍾小平表示，柯文哲真的很荒唐，上任以來把台北市搞得生靈塗炭，過去前市長馬英九、郝龍斌建構出來的好城市，如今全球城市競爭力掉到第43名，變成三流城市，只有短短三年的時間，前面基礎就全部毀壞殆盡。 鍾小平說，今天單車遊台北除了要幫郝龍斌平反柯文哲的汙衊外，還要談談柯文哲的暴政、荒政。 郝龍斌表示，國民黨除了有鍾小平參選外，還有前立委丁守中、孫大千、前陸委會副主委張顯耀參選，顯示柯文哲做不好，大家才會想要參選，換人做做看。 郝龍斌舉例，像是大巨蛋，至今柯文哲還是沒有說清楚北市府為什麼要勒令停工，3年多來又做了什麼改變，然後最近又偷偷復工，包括北藝、北流，工程也都嚴重延宕，現在的市府行政效率真的很差。 郝龍斌信心滿滿的表示，國民黨只要經過民主程序，產生最強候選人，大家團結一致，絕對有光復首都的勇氣、決心和希望。 對於柯文哲一個月前曾去拜會過國民黨立委王金平，似乎在尋求支持，爭取泛藍選票，郝龍斌則酸，這是柯文哲的選舉策略。 郝龍斌表示，過去柯文哲和綠營密切合作，但現在綠營不滿意柯文哲，柯就轉而討好藍營，這樣子騎牆，沒有政策、沒有理念，不是政治人物該做的事情。 郝龍斌說，相信所有選民眼睛是雪亮的，也不要低估台北市民的水準和政治判斷。  台北市政府發言人劉奕霆表示，大巨蛋案市府堅持安全且合法的大巨蛋，此案已排入都審會審查；內湖交通問題市府也規劃許多公車路線、橋樑拓寬；北藝工程正積極趕工當中；美河市北市府亦有經仲裁討回30多億元，市府面對問題、解決問題，未來仍會持續做好施政，不理會其他政治口水。 ","https://udn.com/news/story/10958/3038968"
"t_time124","2018-03-19 08:06","孫大千：台灣政治遺老以舊思維垂死掙扎"," 前立委孫大千表示，台灣已經進化到一個嶄新的時代，可惜大部分的「政治遺老」仍然以舊思維在垂死掙扎著。最近的幾個案例，也許有助於現今的傳統政客了解一下年輕新興世代的「眉角」，也可以儘早完成「軟體升級」的過程： 第一，「力拱誰」和「勸進誰」絕對是害人最好的方法。在這個標榜直接和坦白的時代，再搞什麼欲拒還迎，或是演什麼眾望所歸的老戲碼，絕對是死路一條。所以，請藍綠政治人物放過蔣萬安、周美青、蘇貞昌、游錫<U+5803>等人吧！你們的「愛」他們，卻是在「害」他們！ 第二，「卡誰」就是「捧紅誰」最快的過程。在這個充滿壓力和挫折的時代，霸凌和打壓是許多年輕世代在職場的共同經驗，所以，他們對於遭受「修理」的弱勢，更能夠感同身受。因此，民進黨的「卡管」成就了管中閔，國民黨大老們的「卡丁」強化了丁守中。 第三，別再口口聲聲說，要「找青年人來了解一下」。你和他們既然是活在同一個時代，呼吸相同的空氣，你就應該可以體會，可以感覺，還需要去問一下嗎？所以，呂副總統的那番談話其實是自曝其短了。 第四，「經費預算」的使用必須要合理和透明。在這個盡是「月光」和「窮忙」的時代，青年朋友每天都在低薪和過勞的邊緣中和生活搏鬥，他們在意繳納的稅金和捐贈的善款的運用方式是可以理解的。 第五，「統獨意識」已經完全退場了。在這個面對全球化的激烈競爭的時代，年輕世代辛苦掙扎的在把握機會，尋找出路，突破重圍。他們已經可以冷靜地把中國大陸視為全球舞台的一部分，理性地去評估發展的可能和空間。這正足以解釋，為什麼中國大陸的「31項措施」在民進黨的全面抹黑和唱衰下，仍舊可以得到新興世代極高比例的認同。   ","https://udn.com/news/story/6656/3038784"
"t_time125","2018-03-18 17:18","深澳電廠環評過關 丁守中痛批：完全不顧國人健康"," 深澳燃煤發電廠環評過關，由於燃煤恐影響北北基空污，甚至影響當地海洋生態，此舉引發周邊住戶反彈，不料行政院長賴清德日前表示「深澳電廠用的是乾淨的煤」再度引發爭議。 由於台北市也將可能是「受災戶」之一，台北市長參選人丁守中痛批，此舉將嚴重影響北北基宜周邊縣市民眾健康與空氣品質，堅決反對重啟深澳燃煤電廠。 丁守中表示，除了深澳，台電更早已悄悄大幅增加燃煤電廠裝置容量，例如林口電廠藉機組汰換已擴增成原來容量的4倍；甚至據聞未來核四電廠也可能改為相同容量的燃煤電廠，這將會讓大台北地區蒙上全球燃煤電廠密度第一的惡名。 丁守中強調，我們要電，但絕不容戕害國人健康。同時燃煤電廠污染嚴重，二氧化碳排放驚人，無論煙氣脫硝、脫硫與除汞這些與PM2.5息息相關的課題全都需要耗費鉅資都還很難達標，也難怪由台中到雲林都是霾害的高危險區，因為區內燃煤火力電廠密度全球最高。 丁守中質疑，除了深澳燃煤電廠之外，更傳聞核四封存期限屆滿，台電傾向將其改成火力發電廠，但究竟是天然氣或燃煤發電廠，則始終含糊其詞。 丁守中表示，如今看來，民進黨政府只省短期成本，捨汙染較低的天然氣不用，完全不顧國人健康。台中火力發電廠二氧化碳排放量居高不下。 圖／報系資料照分享  facebook   ","https://udn.com/news/story/11897/3038080"
"t_time126","2018-03-18 17:12","擬參選台北市長 呂秀蓮姚文智同台互勉"," 地方百里侯之爭年底登場，民主進步黨還未決定是否禮讓台北市長柯文哲或自提人選，但有意角逐的前副總統呂秀蓮和立委姚文智今天同台，兩人互動頻頻也互別苗頭提政策。 中國國民黨台北市長初選登記，16日最後一天，包括前立委孫大千及丁守中、台北市議員鍾小平和前陸委會副主委張顯耀都登記參選。 至於民主進步黨方面，姚文智和呂秀蓮都積極爭取出征，前台南縣長蘇煥智則脫黨參選台北市長。黨內人士日前指出，北市最高戰略原則是不要讓國民黨占回來，目前仍持續聽取各方意見，5月底是做出決定的合理時間。 儘管黨內尚未決定北市市長選舉是否自提人選，但呂秀蓮和姚文智近來勤走基層，暖身動作頻頻，兩人今天下午一同出席民進黨籍台北市議員李慶鋒所舉辦的新春茶會，儘管座位分坐兩旁，兩人互動仍不少。 呂秀蓮致詞時表示，她自覺還年輕、健康且有從政經驗，誓言要讓台北市風華重現，並指出市民結構女多於男，也期許台北市能出現首位女市長。 她同時還提到多項政策理念，其中之一就是要廣推社會住宅，並舉近日參觀桃園市的社會住宅為例，既便宜又美觀，盼北市也能跟進。 隨後致詞的姚文智也說，呂秀蓮一番話講得非常好，自己除了「女市長」做不到， 其他方面都會一起努力做到，在旁的呂秀蓮聞言也微笑鼓掌。 姚文智同時也提到，北市綠地應該要增加且要多加關懷弱勢，這是他和呂秀蓮未來都會共同努力的目標，一起為城市共同打拚。 他會前受訪表示，對於呂秀蓮有意參選台北市長，自己覺得非常好，民進黨人才輩出，大家共同協助，這也是黨內初選可貴之處，他期待黨內台北市長提名能夠進入初選制度，大家可共同為北市願景政策好好討論，以提出最適合的市長參選人。","https://udn.com/news/story/10958/3038068"
"t_time127","2018-03-17 12:02","民進黨禮讓會受傷？ 柯Ｐ：讓子彈飛一下","  台北市長柯文哲17號前往台北啤酒工廠，視察未來將活化成的啤酒文化園區，得意的表示，到現場了解業者的需求最快。 由於國民黨台北市長初選登記最後一天，共有立委孫大千、丁守中、前陸委會副主委張顯耀以及市議員鍾小平登記參選，其中張顯耀批柯無厘頭，未來當選會幫忙媒合去當綜藝節目主持人，柯文哲也妙回，其實他可以做的事情很多，當醫生是更駕輕就熟。 另外，表態參選的前副總統呂秀蓮也表示，如果民進黨禮讓柯文哲會受到很大傷害，對此柯文哲又引用民進黨秘書長洪耀福的話回應，讓子彈飛一下，飛飛飛最後總會掉下來，但到底是什麼涵意？柯文哲卻不願再多說明。台北市長柯文哲17號前往台北啤酒工廠，視察未來將活化成的啤酒文化園區，得意的表示，到現場了解業者的需求最快。記者陳煜彬／攝影分享  facebook   ","https://udn.com/news/story/10958/3036372"
"t_time128","2018-03-17 11:32","張顯耀批他適合主持綜藝 柯文哲：當醫生更駕輕就熟"," 柯文哲上午參訪台北啤酒工廠。（提醒您：禁止酒駕 飲酒過量，有害健康）記者莊琇閔／攝影分享  facebook   國民黨昨天截止台北市長初選登記，傳出前北農總經理韓國瑜原有意登記參選，而已完成登記的丁守中則表示，自己民調與柯最接近，未來對手只有柯一人。柯文哲對韓國瑜的動向表示，自己也不大清楚，不曉得他在搞什麼。對自己被其他參選人鎖定為目標，柯文哲只淡淡表示，壓力還好啦。 國民黨另一位參選人張顯耀表示，柯無厘頭比較適合當綜藝節目主持人，柯則回應「我可以做的事情很多，當醫生是更駕輕就熟」。","https://udn.com/news/story/10958/3036334"
"t_time129","2018-03-17 00:07","參選北市長？韓國瑜登記又撤回 幾分鐘快閃"," 國民黨屬意參選高雄市長的黨部主委韓國瑜，昨天突然到國民黨台北市黨部領表登記要參選台北市長初選，最後一刻卻撤回登記。 記者曾吉松／攝影分享  facebook    國民黨台北市長初選昨天登記最後一天，黨內原本積極勸進參選高雄市長的高雄市黨部主委韓國瑜，卻忽然現身台北市黨部領表登記，完成登記作業。韓最後雖主動撤回登記，但已引起黨內騷動。 「太多台北朋友勸進」，韓國瑜說，一度打算登記參選台北市長，但最後一刻「踩了煞車」。他表示，當務之急，就是把黨部工作做好。目前已把高雄市議員選舉名額及作業弄好，至於他的動向，會在三月底、四月初宣布。 國民黨台北市黨部主委黃呂錦茹受訪證實，韓國瑜確實已完成登記，也已繳交包含十萬領表費、五十萬保證金，以及一百萬初選作業費，總共一百六十萬元即期本票，但為何最後「懸崖勒馬」撤回登記，她也不了解。 黃呂錦茹說，國民黨台北市長初選登記截止後，黨主席吳敦義致電詢問登記狀況，並主動瞭解韓國瑜前往登記始末，還問「怎麼會這樣？」交談中，吳試圖幫韓解釋，相信韓有他難處與考量。 國民黨台北市長初選領表作業昨天最後一天，繼前天孫大千，昨天鍾小平、丁守中與張顯耀等先後完成登記。黨部原本以為下午只要待命就好。但登記截止前約三時四十分，韓國瑜忽然在台北農產公司前顧問王詩惠陪同下，前來領表登記。但王詩惠表示，是與韓巧遇。 韓國瑜出現引發市黨部騷動，黃呂錦茹獲通報也趕緊到登記室跟韓寒暄，還問韓是否有先和吳敦義報告，韓國瑜則低調表示，沒有事先跟吳談這件事。 黃呂錦茹說，她見到韓國瑜時，登記作業已近完成，兩人閒聊二、三分鐘後，韓就從樓梯離開。但不到幾分鐘，辦公室就打電話告知韓已折返撤回登記。 黃呂錦茹表示，她與韓國瑜碰面時，看了一下登記資料，除了自傳內容不足外，包含一百六十萬登記本票、相關學經歷證明都沒有問題，不知最後這幾分鐘發生什麼事，致電韓也未接電話，但她尊重韓的決定。 據了解，韓國瑜昨天上午十時到國民黨中央黨部，他雖帽沿刻意壓低還戴口罩，但還是被民眾認出，要求合影。當時媒體開玩笑問他是否要來登記台北市長初選，韓還急忙否認，說來黨部開會，沒想到下午果真到市黨部領表登記。  【記者楊正海／台北報導】台北市前副市長邱文祥昨接受廣播電台專訪表示，將在本月廿四日宣布以無黨籍參選台北市長。另外，台大教授李錫錕友人表示，李將在廿五日透過粉絲見面會方式，以無黨籍身分宣布參選台北市長。 ","https://udn.com/news/story/10958/3035999"
"t_time130","2018-03-17 00:49","藍軍北市推誰？ 4人登記初選 2人將無黨參選"," 國民黨台北市長初選登記結束，鍾小平、丁守中（上排左起）、張顯耀、孫大千（下排左起）共4人完成登記，爭取提名。北市前副市長邱文祥（下排右）、台大教授李錫錕（上排右）也將宣布以無黨籍參選台北市長。 圖／聯合報系資料照片分享  facebook    國民黨台北市長初選登記昨結束，前立委孫大千與丁守中、陸委會前副主委張顯耀，以及北市議員鍾小平共4人完成登記，爭取提名。北市前副市長邱文祥、台大教授李錫錕也將宣布以無黨籍參選台北市長，國民黨北市黨部主委黃呂錦茹昨說，市長選舉不會徵召，也沒有「兩階段」初選 ，預計4月22日完成初選民調後，送黨中央核定，最慢5月初發布。 對於邱文祥、李錫錕參選，黃呂錦茹說，事先有和兩人見面，也了解參選意願，因李是終生黨員，若脫黨參選是違紀，未來他向中選會領表參選，會祭出黨紀處分。 昨天上午領表登記時，爆出煙硝味。鍾小平高聲批評對手丁守中，直言丁與綠聯手砍公教年金、反核、挺同婚修民法，並反對辦辯論，還說丁沒有中心思想，參選撥亂了反正。 丁守中則一一反駁說，他未反核，核四能安全運轉，他也支持，至於取消年終慰問金，當年是馬前總統和前行政院長陳<U+51B2>的政策。至於同婚，他贊成立專法，而非修民法。 張顯耀登記參選時，場面熱鬧，除了辣妹熱舞，還帶著太太一起登記。 對李錫錕脫黨參選，加上邱文祥加入戰局，外界形容可能會造成泛藍大亂鬥。國民黨北市議員汪志冰憂心說，如果泛藍沒整合，市長柯文哲原本已經很難打，現在只要躺著選就能當選了。 議員徐弘庭也說，黨中央或市黨部除辦好初選，應在選前設法整合，錕Ｐ原是同陣營，應請他歸隊，否則就要有準備，在大選時號召泛藍團結。 議員秦慧珠則認為，這兩人對泛藍來說不足為懼，李錫錕在網路有舞台，有多少網友是台北市民？至於邱文祥，是前市長郝龍斌找來的人，當過衛生局長、副市長，邱要選沒關係，但郝龍斌是國民黨副主席，絕對不可替邱站台。 ","https://udn.com/news/story/10958/3035862"
"t_time131","2018-03-16 16:27","獨／不選高雄市長？韓國瑜今登記參選台北市長初選"," 原本積極勸進參選高雄市長的國民黨高雄市黨部主委韓國瑜，最後一刻低調親自前往領表登記參與國民黨提名參選台北市長。記者楊濡嘉／攝影分享  facebook    國民黨台北市長初選三天領表、登記作業今天結束，但原本黨內積極勸進參選高雄市長的國民黨高雄市黨部主委韓國瑜，最後一刻低調親自前往領表登記參與國民黨提名參選台北市長，但因自傳沒有寫，最後仍決定撤銷登記，引發國民黨市黨部一陣錯愕。 由於黨中央近日希望韓國瑜盡快表態是否參選高雄市長，如今韓卻決定轉戰台北市，引發黨內一陣紛亂，目前正在了解韓的動作意向。 韓國瑜登記時，國民黨台北市黨部主委黃呂錦茹在韓國瑜完成登記後，還上前詢問韓是否有先跟希望韓為黨出征高雄市長國民黨主席吳敦義報告，韓則低調表示，沒有事先跟吳談這件事。 但因登記必繳的自傳，韓國瑜並沒有寫，最後又低調決定撤銷登記。 國民黨台北市長今天初選登記結束，最後仍僅前立委丁守中、孫大千與前陸委會主委張顯耀、台北市議員鍾小平等4人完成登記。市黨部近日就會開會協調後續初選適宜，規畫4月22日前決定提名人選。 不過韓國瑜下午接受記者訪問時說，很多朋友熱情邀約，但他絕沒有領表，絕沒有登記，沒有參選台北市長這回事。 ","https://udn.com/news/story/10958/3035203"
"t_time132","2018-03-16 14:05","國民黨北市長初選登記 鍾小平槓上丁守中"," 今天是國民黨台北市長初選登記最後一天，丁守中、鍾小平等人都前往登記，鍾小平指丁守中是態度反覆的政治人物，丁守中回應選舉有批評或指教，但希望不要扭曲事實。 地方公職人員選舉年底登場，國民黨內表態參選台北市長人選眾多，包括前國民黨籍立委丁守中、前行政院發言人鄭麗文、前大陸委員會副主任委員張顯耀、前國民黨籍立委孫大千以及台北市議員鍾小平。 國民黨台北市黨部公告從14日至16日開放市長初選領表、登記；鄭麗文在14日發新聞稿提到，希望把時間留給家人，經思考後，決定不領表；孫大千在15日就登記，成為首位完成登記的參選人。 鍾小平、張顯耀、丁守中今天登記，最早到場的鍾小平在多名里長陪同下受訪，他說，這次初選是自己跟丁守中競爭，丁守中在多項議題都違背國民黨基本價值，包含軍公教年終慰問金、反核大遊行、同婚修民法。 鍾小平說，有電子媒體選在3月底辦初選辯論，但丁守中一直逃避，是一個態度反覆的政治人物。 媒體提問藍營推出參選人民調目前仍無法勝過台北市長柯文哲，鍾小平說，自己獲得黨內提名後，民調就會上升，且他和黨內大咖合照看板已陸續放在街頭，證明黨內大咖不想丁守中參選，自己也會努力讓民調提升，代表黨內參選。 僅由競選團隊陪同的丁守中說，自己向來都是簡單就好，選舉不用勞動太多人，把黨內相關程序走完就可，自己的對手只有柯文哲。 至於鍾小平提到不願參加辯論且無大咖相挺，丁守中表示，過去都主張可辯論，後續會依循黨部安排，且黨內同志都挺自己，不用特別勞動大咖。 對於柯文哲民調仍高，丁守中說，對自己有絕對信心，經過提名後將會提高相關效應，且離選舉還有一段時間，變數仍很多。 丁守中說，希望黨內團結，因為團結都不一定可打贏選戰，更何況不團結，自己長年在立法院都是評鑑最績優立委，禁得起檢驗，選舉期間難免互相批評或指教，無可厚非，但希望不要扭曲事實。 張顯耀則由舉牌團隊和啦啦隊陪同登記，張顯耀說，非常贊成初選辯論，可透過電視辯論獲得市民認同，國民黨過去在台北市有很好治理成績，黨內人才濟濟，只是台北市需要新市長帶領，才可讓兩岸接頭。 媒體詢問目前民調以丁守中最高，張顯耀說，透過電視辯論會後，再來看民調會比較準確。","https://udn.com/news/story/10958/3034899"
"t_time133","2018-03-16 13:30","藍縣市長參選人批：政府缺電 要地方埋單"," 深澳燃煤電廠環評通過，將重啟燃煤發電，未來恐如火力全開的台中火力發電廠製造嚴重空氣汙染，衝擊北台灣空氣品質。國民黨周邊縣市年底縣市長參選人群起反彈，批評蔡政府缺電壓力不應由地方埋單。 爭取國民黨提名參選新北市長的前副市長侯友宜質疑，台中市政府才剛剛大砍台中火力發電廠燃煤許可，台電與環保署馬上通過深澳燃煤發電廠環評，準備重啟，民進黨政府的能源與空汙政策標準到底是什麼？ 侯友宜指出，新北市政府委託中興大學做出的深澳電廠汙染模擬，數據整整是台電所做出汙染評估數值的三倍，這次深澳電廠環評結果也是以環保署副署長詹順貴投下關鍵一票才通過，顯見環評爭議很多。 侯友宜表示，用電需求攸關全民日常生活，他不反對設置電廠，但台電沒有說清楚重啟深澳電廠後汙染衝擊，就強行推動，對新北市民不公平，「缺電壓力不應由新北市民買單」 已獲國民黨提名角逐年底基隆市長的前移民署長謝立功也說，相關數據證實，深澳電廠重啟後，對於鄰近的基隆市空氣品質衝擊重大，深澳電廠往北不到一公里就是基隆市的八斗子漁港，但這次重啟電廠的決策過程，卻完全沒有來自基隆市的代表參與，決策過程粗糙，不應讓基隆市民成為被忽略的一群。 爭取國民黨提名參選台北市長的前立委丁守中質疑，蔡政府是因為燃煤較便宜，才以重啟深澳燃煤電廠方式補足電力缺口，刻意忽略空氣汙染因素。丁守中也點名詹順貴，成為政務官後屈從蔡政府價值，無法堅持理念。 ","https://udn.com/news/story/11897/3034791"
"t_time134","2018-03-16 14:02","鍾小平開砲 轟丁守中「與綠聯手砍公教年金」"," 國民黨台北市長初選登記，上午有丁守中到場登記。 記者曾吉松／攝影分享  facebook    國民黨台北市長選舉提名初選登記今天是最後一天，上午台北市議員鍾小平登記時，砲口對準對手前國民黨立委丁守中，他說，丁守中與綠聯手砍公教年金、反核、挺同婚修民法，沒有中心思想，他參選要撥亂反正。 丁守中表示，他沒有反核，核四能安全運轉，他也支持。至於鍾小平指丁守中支持同婚修改民法，丁守中辦公室指出，丁守中對於同婚的立法，是支持立專法，並非修改民法。 國民黨台北市長初選登記，上午鍾小平到場登記。 記者曾吉松／攝影分享  facebook    鍾小平說，丁守中在立法院年金改革修法時，與綠委共同修法砍年金，同婚議題上，丁贊成修民法，但他與丁不同，他贊成立專法，丁反對任何形式核能，他支持安全的核能。 鍾小平表示，他參選主張就是要捍衛國民黨價值，提出三大訴求，如果當選，編列15億元預算恢復台北市退休軍公教人員年終慰問金發放，支持立專法保障同婚，支持安全核電，訴求全都與丁守中不一樣。 丁守中指出，取消年終慰問金和溫和的年金改革，當年是前總統馬英九和前行政院長陳<U+51B2>的政策，國民黨當初是採溫和的年金改革，大家不出來投票，造成民進黨砍月退砍得更多，這應該記取教訓，不要再被分化。 國民黨台北市長初選登記，上午張顯耀（右）到場登記。 記者曾吉松／攝影分享  facebook    前行政院發言人鄭麗文，因為母親健康因素，退出國民黨台北市長初選。前立委孫大千昨天完成登記。目前表態有意爭取國民黨提名的有丁守中、孫大千、張顯耀與鍾小平等四人。 台北市黨部主委黃呂錦茹說，她不認為初選會殺得很厲害，鍾小平比較衝一點，如果有人發言太衝，她會提醒。 國民黨台北市長初選登記結束後，預計4月22日完成民調，民調出爐後送黨部核定，預計5月初發布。","https://udn.com/news/story/10958/3034752"
"t_time135","2018-03-16 12:07","缺電壓力竟由地方埋單 侯友宜謝立功丁守中齊批蔡政府"," 深澳燃煤電廠環評通過，將重啟燃煤發電，未來商轉後，恐如火力全開的台中火力發電廠製造嚴重空氣汙染，衝擊北台灣空氣品質。國民黨周邊縣市年底縣市長參選人今天群起反彈，批評蔡政府缺電壓力不應由地方埋單。 爭取國民黨提名參選新北市長的前副市長候友宜質疑，台中市政府才剛剛大砍台中火力發電廠燃煤許可，台電與環保署馬上通過深澳燃煤發電廠環評，準備重啟，民進黨政府的能源與空汙政策標準到底是什麼？ 侯友宜更指出，新北市政府委託中興大學做出的深澳電廠汙染模擬，數據整整是台電所做出汙染評估數值的三倍，這次深澳電廠環評結果也是以環保署副署長詹順貴投下關鍵一票才通過，顯見這次環評爭議很多。 侯友宜表示，用電需求攸關全民日常生活，他不反對設置電廠，但台電沒有說清楚重啟深澳電廠後汙染衝擊，就強行推動，對新北市民不公平，「缺電壓力不應該由新北市民買單」 已獲國民黨提名角逐年底基隆市長的前移民署長謝立功也說，相關數據證實，深澳電廠重啟後，對於鄰近的基隆市空氣品質衝擊重大，甚至會提升酸雨濃度，影響基隆市海洋生態，對鄰近的漁產品質與基隆觀光也都將造成傷害。 謝立功批評，深澳電廠往北不到一公里就是基隆市的八斗子漁港，但這次重啟電廠的決策過程，卻完全沒有來自基隆市的代表參與，決策過程粗糙，不應讓基隆市民成為被忽略的一群。 爭取國民黨提名參選台北市長的前立委丁守中質疑，蔡政府是因為燃煤較便宜，才以重啟深澳燃煤電廠方式補足電力缺口，刻意忽略空氣汙染因素。丁守中也點名詹順貴，成為政務官後屈從蔡政府價值，無法堅持理念。爭取國民黨提名參選台北市長的前立委丁守中質疑，蔡政府是因為燃煤較便宜，才以重啟深澳燃煤電廠方式補足電力缺口，刻意忽略空氣汙染因素。圖／聯合報系資料照分享  facebook   國民黨基隆市長參選人謝立功表示，深澳電廠將使基隆酸雨汙染更嚴重。圖／謝立功辦公室提供分享  facebook   爭取國民黨提名參選新北市長的前副市長候友宜質疑，台中市政府才剛剛大砍台中火力發電廠燃煤許可，台電與環保署馬上通過深澳燃煤發電廠環評，準備重啟，民進黨政府的能源與空汙政策標準到底是什麼？圖／聯合報系資料照分享  facebook   ","https://udn.com/news/story/11897/3034614"
"t_time136","2018-03-16 11:32","鍾小平批丁守中反核 丁反駁：我支持安全核能"," 國民黨台北市長初選登記最後一天，前立委丁守中上午前往台北市黨部登記。記者楊正海／攝影分享  facebook   台北市長選舉年底開打，國民黨台北市長初選登記最後一天，上午台北市議員鍾小平前往登記造勢時，砲口對準對手丁守中，直言丁與綠聯手砍公教年金、反核、挺同婚修民法。對此，丁守中說，他沒有反核，核四能安全運轉，他也支持。 至於取消年終慰問金和溫和的年金改革，當年是馬前總統和前行政院長陳<U+51B2>的政策，但國民黨當初是採溫和的年金改革，「大家不出來投票」，現在造成民進黨砍月退砍得更多，這應該記取教訓，不要再被分化。至於核能，他認為核四能安全，他不反對運轉和核能。對於同志砲口對內，丁守中說，任何批批應該要根據事實。 對於初選傳出煙硝味，台北市黨部主委黃呂錦茹說，她不認為初選會殺得很厲害，鍾小平比較衝一點，如果有人發言太衝，她會去提醒。","https://udn.com/news/story/10958/3034536"
"t_time137","2018-03-16 11:18","國民黨台北市長初選登記"," 國民黨台北市長初選登記，上午有丁守中、張顯耀、鍾小平三人到場登記，有人帶著大隊啦啦隊到場聲援，也有基層鄰里長支持。國民黨台北市長初選登記，上午有丁守中到場登記。記者曾吉松／攝影分享  facebook   國民黨台北市長初選登記，上午有丁守中到場登記。記者曾吉松／攝影分享  facebook   國民黨台北市長初選登記，上午有鍾小平到場登記，有基層鄰里長到場支持。記者曾吉松／攝影分享  facebook   國民黨台北市長初選登記，上午有 張顯耀到場登記，帶著大隊啦啦隊到場聲援。記者曾吉松／攝影分享  facebook   國民黨台北市長初選登記，上午有丁守中、張顯耀、鍾小平三人到場登記，有人帶著大隊啦啦隊到場聲援 。記者曾吉松／攝影分享  facebook   ","https://udn.com/news/story/10958/3034510"
"t_time138","2018-03-16 10:48","國民黨台北市長初選爆煙硝 鍾小平批丁守中"," 台北市長選舉年底開打，國民黨台北市長初選登記最後一天，上午台北市議員鍾小平前往登記造勢時，砲口對準對手丁守中，直言丁與綠聯手砍公教年金、反核、挺同婚修民法，沒有中心思想，他參選要撥亂反正。 鍾小平說，丁守中在立院年金改革修法時，與綠委共同修法砍年金，同婚議題上，丁贊成修民法，但他與丁不同，他贊成立專法，他還批丁反對任何形式核能，他則支持安全的核能。 鍾小平說他參選主張就是要「捍衛國民黨價值」，將提出三大訴求：如果當選，要編列15億元預算恢復台北市退休軍公教人員年終慰問金發放、支持立專法保障同婚、支持安全的核電，訴求全都與丁守中不一樣。 至於黨祭出「鍾小平條款」，他說，放棄議員連任，更堅是他參選決心。 國民黨台北市長初選今天是最後一天登記原表態爭取國民黨提名參選台北市長的前行政院發言人鄭麗文，因為母親健康因素，退出國民黨台北市長初選。前立委孫大千昨天完成登記。 目前表態有意爭取國民黨提名的還有前立委丁守中、孫大千、前陸委會副主委張顯耀與台北市議員鍾小平等四人。 鍾小平與張顯耀領表登記時間都在上午10時，鍾小平砲打丁守中，讓市長選舉提前揚起濃濃煙硝味，但丁上午10：30分將登記，兩人未正面強碰。國民黨台北市長初選爆煙硝 鍾小平批丁守中反核、砍年金。記者楊正海/攝影分享  facebook   國民黨台北市長初選爆煙硝 鍾小平批丁守中反核、砍年金。記者楊正海/攝影分享  facebook   ","https://udn.com/news/story/10958/3034416"
