,Media,title,year,month,day,content
39,Apple,"雙北推交通月票 1,280元吃到飽",2018,3,13,"【陳燕珩、張潼／台北報導】

通勤族看過來！雙北市府聯手推出「吃到飽月票」，每月只要1,2 80元，相當於每天42元，就能在30天內無限次搭乘台北捷運、雙北公 車，轉乘YouBike還可享前30分鐘免費。13日起開放預購，民眾可到 捷運車站臨櫃購買，或到自動加值機設定，4月16日開通使用。

雙北市府計畫推行月票已久，從最初提出2,500元挨批「天龍價」 ，之後降到1,680元仍被嫌貴，歷經一波三折，台北市長柯文哲、新 北市長朱立倫昨日雙雙搭乘捷運抵達記者會現場，共同宣布月票定價 為1,280元。

柯文哲致詞笑說，為推廣綠運輸，他每天以身作則搭公車上班，仍 無法感動市民，原因不外乎成本太高。目前北市搭乘大眾運輸比例約 42％，推出吃到飽月票，整合公車、捷運和YouBike，也能產生側邊 效應，未來更易推行接駁公車。

朱立倫則說，雙北民眾每月搭乘捷運、公車花費1,280元以上占24 ％，表示很多人因通勤成本高，寧願開車或騎車，推出月票可吸引這 群人改搭捷運和公車；目前新北市民搭乘大眾運輸比率約33％，希望 未來能提升到4成以上。

柯文哲直言，若月票要更便宜，政府就要補貼更多，現階段依搭乘 量預估，台北市1年要補助5.6億，新北市補助3.8億，共9.4億元，「 兩市都要貼不少錢」，因此還是先上路，再看後續狀況。他也強調， 公運政策攸關民生議題，雙北一定要合作。

 "
404,Apple,苗栗縣長選舉三「徐」鼎立 綠禮讓徐定禎出戰徐耀昌,2018,3,13,"【陳慶居、崔慈悌／綜合報導】

苗栗縣長選舉向來被綠營視為艱困選區，而人選遲未定案的民進黨 12日有新發展，選對會邀集無黨籍的頭份市長徐定禎與行政院中辦副 執行長吳宜臻協調後，初步決定比照台北市禮讓柯P模式由徐披戰袍 ，但尚待中執會確認。

苗栗百里侯選戰，若加上自行宣布參選的前縣議員徐廷琮，將是三 「徐」鼎立的局勢。

吳宜臻表示，尊重黨中央選擇最有利苗栗選情的決定，但要求針對 為何採禮讓策略，要有個能說服基層支持者的說法，否則不易鞏固票 源。至於選對會委員提議、徐定禎附議由吳出任徐的競選總幹事，有 助黨內和諧團結，她暫無明確答覆。

其實民進黨很早即鎖定徐定禎與吳宜臻，儘管黨內早傳出禮讓徐的 可能性極高，然深耕多年且有選戰經驗的吳，強調在黨中央沒有確定 人選前，從未停止備戰，加上徐為無黨籍，黨內也有雜音，因此一直 未決定人選。

但國民黨去年底已徵召現任縣長徐耀昌爭取連任，令綠營基層頗為 焦急。

民進黨祕書長洪耀福、選對會召集人林錫耀等人，12日上午邀集徐 、吳2人北上協調，期早日定案，給支持者交代，也有了初步「共識 」。

林錫耀表示，徐定禎雖為無黨籍，但與民進黨有長期合作、互信的 基礎。從2000年陳水扁參選總統開始，不論是吳宜臻參選苗栗縣立委 、苗栗縣長或蔡英文參選總統，歷次選舉皆以行動力挺；其妻楊士儀 也是苗栗縣小英之友會會長，也是民進黨重要的夥伴。

徐耀昌表示，民進黨推誰參選他都不便評論，也尊重老友徐廷琮的 決定，但可確定這將是政黨對決，只能全力以赴，強調他連任後，可 銜接中、長程建設，最有利苗栗建設與發展。

 "
479,Apple,柯朱同台好熱絡 咬耳朵揪吃飯,2018,3,13,"【張潼／台北報導】

台北市長柯文哲12日與老同學、新北市長朱立倫同台，兩人互動熱 絡，還稱要找機會一起吃飯；至於媒體報導，柯文哲已獲得綠營大老 如林義雄、姚嘉文支持，柯自己也坦言的確不定期會拜訪政壇前輩。 隨著選戰腳步越來越近，雖然自稱11月後才開始跑選舉，但柯文哲經 營各方關係，「尋求最大多數支持」意味仍十分明顯。

柯、朱同台，只見兩人頻頻交頭接耳，似乎在閒聊，媒體追問他們 在聊什麼？柯文哲笑說，這是國家機密；先前傳出柯要與「朱家軍」 聯手打年底選戰，此種說法會不會讓國民黨的朱立倫感到尷尬？兩人 又異口同聲地說「不會啦」，而且雙北本來就在合作，尤其是民生議 題，一定會合作。

除了看似與老同學朱立倫互動不錯，外傳柯文哲年底雖還未確定獲 民進黨禮讓，但他私下頻繁拜訪綠營大老，也獲得他們支持，再加上 前總統李登輝也挺柯，聲勢似乎越來越旺。對此，柯文哲坦言，政壇 的前輩他陸陸續續都有不定期碰面，因為自己是政治素人，缺少經驗 ，經驗又是錢買不到的。

此時他更話鋒一轉，轉頭對朱立倫說：「欸，我應該找時間去找你 一下，很久沒跟你講過話了！」朱妙回，拜訪大老的話不用找他，但 是拜訪老朋友的話就隨時歡迎，柯則笑說，「你也算是大老」。

最後柯文哲表示，拜訪大老其實就是溝通，政治就是溝通的程序， 要在溝通過程中尋求最大多數的支持。

至於這些前輩是否真的表態民進黨應該要禮讓，甚至稱「姚文智沒 什麼好怕的」，柯僅說，這很難回答，但人家不會這樣講，前輩講話 不會這樣。

 "
620,Apple,治水典範 備受肯定 綠川整治美極了 柯P要來考察,2018,3,13,"【盧金足／台中報導】

台中市長林佳龍12日在市政會議表示，綠川成功整治的經驗，獲得 行政院長賴清德肯定，定調為治水典範，繼嘉義市長涂醒哲、新竹縣 長邱鏡淳率隊參訪，台北市長柯文哲3月底將到綠川、柳川考察，台 中市治水和治安「雙治」都奏效，治安變好較看不見，因為民眾認為 治安好理所當然，治水變好大家有感，連外縣市都來取經。

林佳龍表示，台中建立「以人為本」的河川治理，不僅能增進人與 人間的互動，進一步帶動金流、物流，讓城市產生豐富的生命力與創 造力，市府整治河川遍及全市，台中市的治水經驗將可提供全國參考 。

「台北市長柯文哲3月底要來台中市參訪綠川。」林佳龍說，賴揆 主持綠川開幕啟用後，稱讚綠川是台灣第一條的河川整治典範，台中 市成功整治綠川，現在已跨越藍綠，成為大家前來參觀的好地方，歡 迎各界到訪交流。

林佳龍表示，台中市是一座因河川而誕生的城市，過去河川被加蓋 作為停車場，汙水也未妥善處理，現在，整治後的綠川不但重見天日 ，更讓大家看見河川的美麗，回來擁抱舊城區，相信舊城區河川的整 治已為中區帶來再生。

水利局指出，綠川河道長5.7公里，上游主要汙染源已大幅削減改 善，民權路下游的綠川河段亦持續改善，透過提升防洪安全、水質淨 化處理、景觀環境營造等三階段來依序施工。

 "
691,Apple,捷運+公車無限次 轉乘YouBike 30分鐘免費 雙北共推月票 1280元搭到飽,2018,3,13,"【陳燕珩、張潼／台北報導】

通勤族看過來！雙北市府聯手推出「吃到飽月票」，每月只要128 0元，相當於每天42元，就能在30天內無限次搭乘台北捷運、雙北公 車，轉乘YouBike還可享前30分鐘免費。13日起開放預購，民眾可到 捷運車站臨櫃購買，或到自動加值機設定，4月16日正式開通使用。

推行綠運輸 通勤族福音

雙北跨縣市通勤族多，為減輕民眾負擔，雙北市府計畫推行月票已 久，從最初提出2500元挨批「天龍價」，之後降到1680元仍被嫌貴， 歷經一波三折，昨台北市長柯文哲、新北市長朱立倫雙雙搭乘捷運抵 達記者會現場，共同宣布月票定價為1280元。

柯文哲致詞笑說，為推廣綠運輸，他每天以身作則搭公車上班，仍 無法感動市民，原因不外乎成本太高。目前北市搭乘大眾運輸比例約 42％，現在推出吃到飽月票，整合公車、捷運和YouBike，也能產生 側邊效應，未來更易推行接駁公車。

朱立倫則說，雙北民眾每月搭乘捷運、公車花費1280元以上僅占2 4％，表示很多人因通勤成本高，寧願開車或騎車，推出月票可吸引 這群人改搭捷運和公車，還能減少交通壅塞、改善空汙；目前新北市 民搭乘大眾運輸比率約33％，希望未來能提升到4成以上。

算盤打一打 開車族心動

昨月票消息一出，不少民眾直呼「省很大」，不少開車族很心動， 但有民眾認為1280元還是太高，尤其台北市民受惠不大。

柯文哲直言，若月票要更便宜，政府就要補貼更多，現階段依搭乘 量預估，台北市1年要補助5.6億，新北市補助3.8億，共9.4億元，「 兩市都要貼不少錢」，因此還是先上路，再看後續狀況。他也強調， 公運政策攸關民生議題，雙北一定要合作。

今開放購票 4月16啟用

定期票3月13日開放購買，民眾可持現有悠遊卡普通卡、悠遊卡聯 名卡或悠遊卡Debit卡到台北捷運車站臨櫃購買，或在車站自動售票 加值機設定，4月16日起持悠遊卡經捷運閘門或公車驗票機刷卡後， 就可開通使用，30天內捷運、公車和YouBike，搭愈多省愈多。月票 使用期屆滿後，民眾可擇日再買，或在有效期滿前10天，持原票卡到 捷運車站辦理續購。

 "
38,Apple,轉為商業使用、繳回饋金申請執照 大直大彎北違規宅 兩方案解套,2018,3,14,"【曾百村、張潼／台北報導】

台北市政府去年12月針對大直大彎北段違規商業宅做出裁處，引發 居民抗議「被建商騙、又被市府騙」，北市都發局13日召開記者會表 示，大彎北段商娛區未來仍採行政指導輔導居民，將住宅轉為商業使 用，以及透過繳納回饋金方式，申請變更取得住宅執照，解決長久來 大彎北段的問題。

都發局長林洲民坦言，大彎北段商娛區作為住宅區的問題，北市府 過去長達4分之1個世紀都是以消極方式面對，如今考量北市整體都市 發展計畫，以及當地違規住宅的歷史因素，從去年起就針對違規住宅 執行裁處作業，也因此遭到當地民眾抗議、反彈。

列管執行 7成有改善

13日記者會中，林洲民透露，第1期列管執行案共有250件，目前已 改善165件，改善率達近7成，實際上居民改善意願相當高，未來將持 續輔導當地違規戶住宅轉為商業使用，繳納商業區稅金，將大大減少 違規情形產生。

此外，都發局針對大彎北段的違規住宅，也變通祭出另一種開發措 施，未來違規戶住宅社區，若經過全數土地所有權人同意，並整合土 地面積達到5000平方公尺以上後，可以經「中山區都市計畫通盤檢討 」計畫申請細部計畫變更，屆時提供一定回饋金之後，通過都委會審 議即可變更執照，成為合法住宅區。

仍有7處住宅不適用

但開發方案目前僅針對明水路、敬業一、二路違規宅社區，另外仍 有7處違規住宅無法適用於開發方案；林洲民強調，以都市計畫角度 ，當地仍要以商業、娛樂區使用為主，這7處違規無法符合大彎北段 開發的條件，就得接受輔導轉型成為商業用途使用，避免之後遭遇高 額罰鍰。

市長柯文哲昨晚受訪表示，這是在現實基礎下尋求解決，但還是先 罰錢，以表明這是不對的。柯說，大彎北有1650戶，內湖五期還有5 000戶，這是歷史共業的問題還是要解決，法律是給人民遵守，不是 給人民參考的。但他也說，就如內湖工業宅的問題，怎麼處理還要再 想，但至少先說這是錯的，先開罰，不是單純就地合法。

 "
111,Apple,「重陽禮金是白痴政策」 網紅柯P 直播吃午餐聊市政,2018,3,14,"【張潼／台北報導】

拚選舉？宣傳市政？台北市長柯文哲數度對外稱，要把跑選舉的時 間壓到11月初，以免耽誤市政；但近期除了傳出他私下拜訪綠營大老 ，13日中午更學起「網紅」，在臉書粉絲頁直播吃午餐，順便與社會 局長許立民聊施政，雖是推廣市府政策，仍不免令人聯想到是在拚選 票。

柯文哲上任之後，就經常找議員、局處官員或基層公務員「便當會 」，但昨天起突然開始在臉書開直播，邀網友也加入便當會。「第一 集」的來賓就是柯文哲在台大醫院的學生、社會局長許立民，2人在 半小時直播中，先是向網友宣傳便當菜色，呼籲可向製作的單親媽媽 購買，接著聊到市府最近力推的共融式遊戲場、托育津貼與機構等。

首集邀許立民嗑便當

柯文哲也提到這3年來一直引發批評的取消重陽敬老禮金政策。他 直言，沒有社會學者或相關領域教授認為取消禮金不對，代表理論上 應該要做這件事，實際上民政系統的里長、民代卻都反對，但是「不 管有錢、沒錢，遊民還是郭台銘都發1000元，這是白癡的政策，只是 收買選票太有效了！」

柯文哲昨晚受訪時重申，各縣市的重陽禮金有500、1000、1500、 2000、6000元，他很反對這種非法定獎補助，且也沒有統一規定，最 後變輸人不輸陣、就亂掉。媒體追問，為什麼說其他縣市很白癡，是 否覺得自己又失言？柯文哲僅說，問題是這政策已20多年，「中國人 吃香灰已經5000年，肯定會繼續吃下去。」

觀眾多 效果不錯

是否藉直播宣傳政績，進而達到爭取選票的目的？北市府發言人劉 奕霆僅說，就是以一個不同以往的方式來宣傳市政，目前規畫每2周 會安排一次便當會直播，來賓為各局處首長；至於第一棒先安排許立 民，是因他與柯認識比較久，未來會搭配要推廣的市政內容，再邀請 不同局處首長。劉奕霆還說，第一集的效果目前看起來的確不差，觀 看人數、留言數都頗為踴躍，但還是有可以再精進的地方。

 "
192,Apple,《周刊王》、《時報周刊》精采內容 北農風波 爆蔡壁如聯吳鬥陳,2018,3,14,"【陳柏安／台北報導】

知名電視劇《麻辣鮮師》的電影版《王牌教師麻辣出擊》，同樣由 逆齡小生謝祖武主演，預計強攻暑假檔期，有望和《角頭2：王者再 起》一樣，成為票房破億的國片！

《周刊王》調查，該片的校園美女啦啦隊成員，除了女神級藝人梁 以辰，還有一名22歲的新秀柯詠云，而她不只是月入新台幣30萬元的 Up網紅「大魔王Yuna詠兒」，還是「地表最美女騙子」溫之韻的長女 柯佳媛！對於柯佳媛改名當網紅、進攻演藝圈等情事，她的經紀人小 黑至截稿前因未連繫上柯女，不予回應。

北農休市風波引起各界關注，北農董事長陳景峻公開炮轟北農總經 理吳音寧「要拿權力，就說是總經理制；要負責任，就說是董事長制 。」兩人的心結瞬間浮上檯面。據悉，由於吳音寧獲得「柯P心腹」 、市府顧問蔡壁如的支持，因此有人認為北農風波的背後，根本就是 蔡壁如聯手吳音寧，一起鬥爭陳景峻。

對此，陳景峻坦言確實有人放假消息誤導媒體，他絕對問心無愧， 希望勿無中生有；蔡壁如強調一切子虛烏有，至於吳音寧，至截稿前 未回應。

《時報周刊》報導，蕭亞軒原定去年12月底發行新專輯，但她力求 完美的處女座龜毛個性，卻讓新專輯一延再延，近3個多月來，還推 掉10場商演、2場跨年，損失新台幣約5千萬元！甚至放棄原本答應出 席的「富邦集團」台北場尾牙，還好蕭敬騰及時神救援，成功化解尾 牙開天窗。對此，蕭亞軒經紀人表示，因檔期安排上有些困難，很可 惜無法參與演出。

《周刊王》本期附贈「混血辣模」班比跨頁美照；而3月5日是《時 報周刊》的40歲生日，《時報周刊》邀請讀者投稿自己與《時報周刊 》的故事！更多精采內容，詳見今日「聯姻」上市的《周刊王》《時 報周刊》。

 "
261,Apple,只可打球 大巨蛋不能開演唱會,2018,3,14,"【曾百村、張潼／台北報導】

遠雄大巨蛋至今停工近3年，13日有媒體目擊大巨蛋疑似重新開工 ，但遭都發局長否認，而近來遠雄爭取復工，上周也與都發局開會， 但都發局長林洲民卻稱大巨蛋若依現行法規，未來只能進行體育賽事 「不能開演唱會」，讓大巨蛋能否復工，後續又增添不少變數。

對於大巨蛋疑似重新開工，林洲民澄清，是法院裁定遠雄可對大巨 蛋3樓以上外部空間有坍塌、鏽蝕等4項工地安全疑慮時進行施工補強 ，並非重新復工。

林洲民坦言，上周與遠雄開會時指出，大巨蛋在建築技術規則方面 不符規定，比較嚴重的兩項是逃生梯設計無法從地下5樓直奔1樓的逃 生層，中間還須繞出去轉接其他空間才能逃生；二來則是除了舉辦球 賽，進行演唱會時觀眾席和表演者不得在地下7公尺，但目前大巨蛋 最底層的觀眾席及表演台，都在地下10.5公尺，若依現行法規，大巨 蛋未來只能打球、不能開演唱會。

遠雄集團公共事務部發言人楊舜欽表示，討論使用分區應該是在取 得建照前討論，如今遠雄在2011年就取得建照，市府卻現在對於使用 分區有疑義，明顯不合常理，對於市府的「多項建議」，會在近期蒐 集法規佐證，並在4月份提出與市府討論。

台北市長柯文哲昨晚受訪時表示，遠雄施工是涉及安全部分，怕颱 風掉下來或吹走，所以才能繼續蓋，但其他部分，仍要等4月3日都審 開始審查，並且通過後，才可以進行。

柯文哲認為，如果審查順利，當然可以快一點（完工），很多東西 他覺得有賺就可以，遠雄不必斤斤計較商業面積，否則如果按照一開 始只蓋3棟，早就完工了，若建築塞得很密集，那消防就變得很麻煩 。

 "
330,Apple,若馬英九遭起訴 願意出征討公道 選北市長 傳酷酷嫂「不排斥」,2018,3,14,"【陳燕珩、鄭舲／台北報導】

年底台北市長選舉，藍營選將紛紛表態參選，但似乎找不到足以撼 動柯P選情的戰將，「點兵點將」時有所聞，農曆年前出現力拱前第 一夫人周美青出馬的聲音，甚至連台大校長遴選爭議主角管中閔，也 傳出教育部「卡管」是為了讓他累積政治能量來選台北市長的陰謀說 ；不過，親馬人士透露，「酷酷嫂」不排斥參選，北市議員也認為她 絕對是能帶動選情的大黑馬。

馬英九因素 影響意願

國民黨立委蔣萬安宣布不選台北市長後，黨內陷入焦慮，農曆年前 基層傳出勸進周美青聲浪，被外界認為可能性低，不過，就在國民黨 台北市長初選前夕，傳出周美青參選並非不可能，而能夠影響她意願 的就是「馬英九因素」。

親馬人士透露，馬英九卸任後官司纏身，現面臨三中交易案可能遭 起訴，有人以此勸進周，若馬遭起訴，是否願意參選討公道，意外獲 周「不排斥」回應。

零負評形象 帶動選情

國民黨北市議員陳重文認為，周美青若作為市長參選人，各項條件 絕對無庸置疑，她與老百姓生活相近，沒有總統夫人的架子，觀察她 平時參與活動，與小朋友、老人的互動表現，可看出她真的樸實又親 民，幾乎「零負評」的好形象，具明星選將特質。

陳重文說，至今基層仍有選民反映，希望周美青出來挑戰北市，她 比現階段表態的參選者，更有讓民眾喜歡的特質，若她出馬絕對能帶 動選情，發揮母雞帶小雞效應。

不過，北市議員王鴻薇認為，酷酷嫂參選的話題性很強，可能性卻 趨近於0，初選前本來就會有各種想像空間，重點是黨內要盡快確定 人選，才能全力備戰。

卡管陰謀論 炒熱選戰

國民黨北市黨部主委黃呂錦茹則說，今天開放登記初選，任何想參 選的人都可循初選機制領表，公平競爭。

另外，台大校長遴選爭議持續延燒，當選人管中閔至今無法上任， 國民黨立委蔣乃辛昨在立法院會質詢時指出，民進黨「卡管」是政治 謀算，為了要讓管中閔累積政治能量出來選台北市長；行政院長賴清 德回應「蔣委員多慮了」，這是過多聯想，「主要是管中閔也不一定 選得贏柯文哲。」。

 "
403,Apple,預估產值10兆 卻招商掛蛋開園無期 士北科技園區延宕 花海遮羞,2018,3,15,"【張立勳／台北報導】

動土多年的北投士林科技園區，至今仍是一大片空地，市議員王鴻 薇、國民黨台北市長擬參選人丁守中14日指出，柯市府施工牛步，嚴 重阻礙城市發展，預估產值可達10兆，招商卻還掛蛋，甚至把寸土寸 金的土地，拿來辦花海節，痛批市府是在掩飾閒置與施政無能；市府 對此回應，承包商倒閉延誤進度。

議員譏諷另類柯P奇蹟

士北科技園區是台北市長柯文哲任內最重要的產業園區，王鴻薇與 丁守中昨前往會勘發現，柯文哲任期將屆，園區現在看到的卻是一片 草地與花海，完全沒啟動招商，沒有企業或公司與市府簽意向書，諷 刺產業園區變花海成為「柯P奇蹟」。

王鴻薇表示，依市府估計，廠商最快要等到2020年才有辦法進駐士 北科技園區，痛批柯文哲施政效率牛步，別再把「戰鬥市長」掛嘴邊 ，更離譜的是，在園區土地撒些草花種子舉辦花海節，根本是在掩飾 閒置和無能。

丁守中也指出，內湖科技園區閒置率不到1％，可見台北亟需廠辦 大樓，郝市府時期即規畫士北科技園區90.24公頃的區段徵收範圍， 並進行拆遷、整地工程，原定去年就能開放廠商進駐，結果一延再延 ，柯市府毫無績效管理機制與時間成本概念，台北市經濟等於一灘死 水。

市府稱包商倒閉才延誤

北市土地開發總隊代理隊長范乾峰解釋，士北科技園區配合當地居 民訴求，採先建後遷規畫，分2期進行拆遷及工程施作，由於安置的 專案住宅因承包商倒閉，延誤工程進度，重新招商後已完工。

他表示，目前辦理第二期拆遷戶安置，第一期工程已在驗收，花海 節使用的土地是第一期抵價地，上有第二期工程所需的暫屯土，移置 前為避免雜草叢生、塵土飛揚，才會暫時種植花草，進行綠美化。

 "
478,Apple,流標5次捲土重來 投資金額上看700億 台北雙子星招商 17組有意願,2018,3,15,"【陳燕珩／台北報導】

有「台北雙子星」之稱的「台北車站特定專用區C1/D1土地開發案 」，歷經5次流標捲土重來，投資金額上看700億，現約有17組潛在投 資人。北市捷運局14日舉行第2次招商說明會，全場座無虛席，台北 市長柯文哲表示，西區門戶計畫完成後讓雙子星「賣相更好」，3月 底將公告招標，預計年底評選出得標者。

西區門戶會讓賣相更好

雙子星開發案是西區門戶計畫重要地標，總開發量體達15萬餘坪， 相當於1.5座台北101，總投資金額達700億元，是北市規模最大的開 發案。市府歷經3年重啟招商，設立「廉政平台」防弊端，也放寬開 發用途種類，不限制一定要做商場、旅館或辦公空間，唯獨不能做住 宅使用。

昨捷運局2度舉辦招商說明會，吸引百家企業報名，柯文哲致詞時 說，雙子星案周邊6鐵共構，每天有50萬人次出入，過年甚至達60多 萬人次，「人流就是金流」，對企業是很好的投資標的。

柯文哲說，他已要求都發局在最短時間內，完成後火車站的都市計 畫通盤檢討，盼在建設雙子星的同時，一併解決後車站發展問題，今 年市府也已編列22億預算，要整頓交8廣場，把北門對面的一排舊民 宅拆除。

月底公告 年底完成評審

由於上次說明會有企業詢問2座建物銜接的可能性，北市副市長林 欽榮說，北市都審會已通過相關設計規範，未來2棟建物間將以平台 連接，打造「國門的客廳」；另外將沿著北平西路規畫長約300公尺 的「台北長廊」，強化東西軸線，並能反映台北城的歷史紋理。

招商總顧問仲量聯行總經理趙正義強調，都審會已同意地上層可增 設停車位，符合相關法規即可。他也透露，這次招標有17組投資人表 達意願，3月底將公告招標，備標期6個月，9月底截止投標後，年底 就會完成評審，預計明年3月與得標者正式簽約。

 "
551,Apple,北農之亂 陳景峻請辭董座 吳音寧不動如山,2018,3,15,"【柯伶穎／台北報導】

北農爭議延燒多日，因中華民國農會總幹事張永成13日揚言，要在 董事會提案撤換北農總經理吳音寧，農委會主委林聰賢14日終於說話 ，他雖力挺吳音寧，卻也表示，若北市府要換吳，將予以「尊重」。 林聰賢把球一腳踢給北市府，市長柯文哲不願回應，倒是身兼北農董 事長的副市長陳景峻受不了當夾心餅乾，上周請辭，但被慰留。

柯文哲慰留 要陳再想一想

張永成將於3月28日董事會提案要求撤換吳音寧的消息一出，林聰 賢挺吳，卻多了一分保留。因北農現有23席董事，其中農委會、北市 和張永成所屬的全國農會系統都各擁5席，其他董事還包括青果社2席 和6席民股。

知情人士分析，農委會支持吳音寧，張派想拉下她，北市府態度相 當關鍵，即使雙方聯手，仍要取得其他至少2席民股支持，才有辦法 撤換總經理，只是此舉等於和農委會決裂，茲事體大，目前相關人都 閉口不談。北市府發言人劉奕霆也強調，市府沒有討論過北農相關人 事。

吳強調 會做好總經理工作

北農之亂讓陳景峻夾在中央與市府之間心生倦意，也對雲林鄉親過 意不去，心生辭掉北農董座念頭，盼能藉此讓中央、地方不要再對此 爭論不休。陳景峻昨天受訪證實，上周五（9日）口頭向柯文哲表示 不想再兼任辭北農董事長一職，柯以「這個這麼複雜，再想一想、再 想一想」慰留。

柯文哲昨出席活動時，不願對此事回應；劉奕霆則說，柯市長認為 這件事情很複雜，希望陳景峻再想想看。

北農休市爭議開始延燒之際，市府多次要求吳音寧出席晨會和記者 會對外說明，但吳始終神隱，卻選擇和農委會副主委陳吉仲同框露面 ，無疑重打北市府和陳景峻一巴掌。陳昨被問到吳音寧適不適任北農 總經理？陳僅表示，吳音寧是農委會指派、經董事會通過，非他能決 定。至於張永成揚言將提案要求撤換吳音寧，陳景峻則說不知此事。

外傳吳音寧如此「靠勢」，除有農委會當靠山，還獲得北市府市政 顧問蔡壁如支持，長期繞過陳景峻直接向市長室報告，這次北農出包 也都透過蔡溝通，2人聯手鬥陳景峻。但陳景峻強調，北農為總經理 制，他是台北市政府的代表去兼董事長，這當初與農委會有默契，會 遵守行政程序，且「提攜都來不及了，還去跟人家不合？絕對沒有這 樣的事！」

北農昨發布聲明稿指出，各項業務都定期提出報告，並由吳音寧裁 決，自吳音寧上任以來，財務持續穩健成長。吳音寧昨接受媒體訪問 表示，現階段就是全心全意推動北農相關業務，讓菜價維持平穩，強 調會做好北農總經理工作和任務。言下之意，並沒有請辭打算。

（相關新聞刊A3）。

 "
690,Apple,雙子星招標 柯文哲：賣相變好 刪除「超額盈餘」再分配條件，年底決標有機會打破5次流標魔咒,2018,3,15,"【蔡惠芳／台北報導】

台北市長柯文哲昨（14）日在「台北雙子星」招商說明會上表示， 全案總投資金額將達700億元，而且在招標規定作修正後「賣相變好 了！」據全案招商總顧問美商仲量聯行透露，目前共有74家國內外企 業展開評估，其中著手備標並有意參與競標的團隊共3～5組，來自台 灣、美國、日本和香港等，年底決標非常有機會成功招標，打破5次 流標的魔咒。

昨天說明會至少逾74家國內外企業與會，全場大爆滿，不少人只能 坐板凳。包括國泰人壽、台灣人壽、富邦人壽、全球人壽等金融壽險 業，還有三井物產、日商三菱地所、美國寶洋集團、豐泰地產、寶豐 隆、國揚實業、長虹建設、冠德建設、微風集團等，現場大咖雲集。

柯文哲表示，雙子星開發案預定3月底公告，給廠商6個月時間備標 ，9月展開甄選，年底選出最優申請人，希望明年3月完成簽約。

仲量聯行董事總經理趙正義表示，此次招標條件承諾市府租約9.5 年能不能延長，是非常多家公司詢問的問題，因為外商期待年限會更 長；金融保險業雖然尚未表態投標，但保險局已正式來函全案可依保 險法146-5條，以專案運用方式申請參與投資，且投資比可達45％或 以上；至於權益轉換原則也有大突破，刪除「超額盈餘」再分配作法 ，並權衡機制的公平性和穩定性，增設配套。

趙正義表示，「台北雙子星」案採資格、規格及價格標三階段開標 。其中規格標方面，針對團隊經驗實績、設計與興建計畫、營運管理 計畫、財務計畫、對都市發展貢獻，現場簡報與詢答各方面進行評分 ，訂80分為門檻，最多取規格標分數前三名進行價格標評比。

一旦進入最後一關價格標，土地所有權人最低分配比C1為55％、D 1為50％；首年承諾回租租金的底價訂在每月每坪1,700元，首次回租 租約為9.5年。

「台北雙子星」招標案已有美國私募基金Bainbridge表態參與投標 ，另外國揚實業實際負責人侯西峰、富邦金控結盟晶華麗晶飯店集團 的團隊、藍天電腦董事長許崑泰的宏匯集團、金融壽險業及Hongkon g Land香港置地集團等也展開備標。

昨日與會的勝大莊集團總裁李志仁則公開表態，美國洛克菲勒集團 有意合作投資「台北雙子星」，不過希望台北市府能採直接邀請方式 ，讓如此重量級的企業參與台北「國門」的開發案。

 "
110,Apple,代銷公會籲回歸市場機制 房地合一稅 應降至10％以下,2018,3,16,"【王莫昀／台北報導】

台灣經濟發展牛步，問題癥結出在政策。中華民國不動產代銷公會 全聯會昨舉行新舊任理事長交接，新任理事長王志祥指出，政府決策 往往找簡單的方式處理，對於較佳但較複雜的策略則聽不進去，他上 任後首要工作，就是找政府談稅改，特別是房地合一實價課稅的稅率 過高，應調整至10％以下。

「建築與代銷同業皆體認，未來政策調控與市場微利將成常態。」 王志祥說，為此建議政府應該回歸市場機制，以宏觀的政策思維取代 短期的稅制干預。他強調，2014年政府調整稅制，房市向下反轉節節 敗退至今，業界期待能有好的經營環境，亟需政府鼓起勇起來拉一把 ，修法協助健全產業發展。

王志祥認為，單從稅率來調整房市，若稅率過高，會造成房市蕭條 ，進而衝擊經濟，為此調整房市應該從交通、產業等手段來著手，房 市供給量多之處，房價自然平穩，供給量少地區，房價想降都難。

前代銷公會全聯會理事長、傳真實業董事長王明成也表示，代銷業 在1971年成立，但70％以上的政府官員、民眾，都不了解仲介與代銷 是完全不同的行業，代銷是建商與消費者的橋樑，從協助建商進行產 品定位、市場調查、樣品屋搭建到產品行銷，代銷業也必須付出相當 多的成本，是高風險的行業。

為讓外界更了解代銷業，不動產代銷公會昨日也出版《搭橋人》新 書，內容詳盡解說代銷業發展歷史與產業特色。台北市長柯文哲與會 時則表示，他主張再降房屋稅，特別只有1棟自住者不用那麼高，若 單一自住的豪宅稅也不用課那麼多。

 "
