"","V1","V2","V3","Yao_JanFeblink$."
"t_time83","2018-01-02 11:31","丁守中青年看市政影音短片暨競選辦公室發言人發表會"," 台北市長選舉逐漸加溫，為爭取國民黨提名的前立委丁守中上午公布競選辦公室發言人陣容，其中包括國民黨中央委員田長沛、立委蔣萬安的法案助理詹為元、國民黨代表劉思吟及台北市議員王鴻薇法案助理楊植斗，4人一字排開，平均年齡約30歲左右，搶攻青年選票意味濃厚。台北市長選舉逐漸加溫，為爭取國民黨提名的前立委丁守中上午公布競選辦公室發言人陣容，搶攻青年選票意味濃厚。記者曾吉松／攝影分享  facebook   爭取國民黨提名的前立委丁守中（中）上午公布競選辦公室發言人陣容，其中包括國民黨中央委員田長沛（左起）、立委蔣萬安的法案助理詹為元、國民黨代表劉思吟及台北市議員王鴻薇法案助理楊植斗。記者曾吉松／攝影分享  facebook   爭取國民黨提名的前立委丁守中（中）上午公布競選辦公室發言人陣容，其中包括國民黨中央委員田長沛（左起）、立委蔣萬安的法案助理詹為元、國民黨代表劉思吟及台北市議員王鴻薇法案助理楊植斗。記者曾吉松／攝影分享  facebook   ","https://udn.com/news/story/10958/2907181"
"t_time84","2018-01-02 11:07","搶攻青年選票 丁守中霸氣籲：對台北市政不滿都來告訴我"," 為了搶攻青年選票，前立委丁守中不僅找來青年擔任發言人，今上午還發表「青年看市政」影片，呼籲台北市的年輕人若對市政所有不滿、有意見，都可以向他反映。記者邱瓊玉／攝影分享  facebook     2018台北市長選舉逐漸加溫，國民黨究竟派誰上陣，備受外界關注，前立委丁守中今天搶先公布競選辦公室發言人陣容，其中包括立委蔣萬安的法案助理詹為元、國民黨中央委員田長沛、國民黨代表劉思吟及台北市議員王鴻薇法案助理楊植斗，4人一字排開，平均年齡約30歲左右，搶攻青年選票意味濃厚。 現年34歲的詹為元，為政大東亞研究所博士班，曾任蔣萬安的法案助理，如今出任丁守中競選辦公室一職，被外界視為是在挖蔣萬安的「牆腳」，不過丁守中今解釋，詹為元最早是自己的立院的法案助理，如今是「歸隊」，而非「挖牆腳」。 31歲的田長沛，則是國民黨立委潘維剛的兒子，畢業於南加大公共政策碩士，擁有美國會計師認證資格，現為國民黨中央委員。30歲的劉思吟，則是台科大建築碩士；25歲的楊植斗，為台大政治系，目前是王鴻薇的法案助理。 由於青年選票向來都是台北市長柯文哲的大票倉，要在2018勝出，青年選票絕對不容小覷。為此，丁守中不僅找來青年擔任發言人，今上午還發表「青年看市政」影片，呼籲台北市的年輕人若對市政所有不滿、有意見，都可以向他反映。 對於國民黨人選的出線，丁守中認為，應該要採對比式全民調，因為若只做全民調，卻沒有排藍排綠，很容易被操縱，且應該要辦電視辯論，讓市民知道大家的政策主張才能選出最好的人選。 丁守中強調，國民黨如今在野，人選越早選出越好。 對於原本要參選的前總統府副秘書長羅智強，因為臉書粉絲未破百萬，昨宣布退選，丁守中表示，尊重羅智強的決定，也相信羅智強將來從政的決心沒有改變。 此外，對於丁守中日前宣稱「對手只有柯P」，民進黨內不滿回嗆，不管是和柯文哲合作，還是派出立委姚文智參選，都會贏國民黨，丁守中回酸「最好是他們(民進黨)派人」。 丁守中表示，民進黨因為擔心柯文哲出來選總統，所以被綁架，根本不敢自推人選，不過實際上柯文哲就任以來，台北市政建設停緩，支持民調下滑，自己有信心會勝出。","https://udn.com/news/story/10958/2907150"
"t_time85","2018-01-02 00:02","藍升旗 吳敦義喊團結「重返執政」"," 國民黨主席吳敦義（中）昨出席中央黨部前廣場舉行的元旦升旗典禮，致詞時高喊重返執政。 記者蘇健忠／攝影分享  facebook   國民黨昨天舉行元旦升旗活動，面對年底地方選舉重大挑戰，黨主席吳敦義盼望民國一○七年是一個「復旦重光」的開始，希望黨在全體黨員團結一致、人民高度期許與支持之下，能展開革新、團結、重返執政的目標；他並宣示，年底縣市長選舉，一定要比現有執政縣市有明顯進步。 前總統馬英九昨則在高雄參加國民黨元旦升旗典禮，他身穿國旗上衣、搭配國旗圍巾，帶領三千多位民眾全程唱完國歌和國旗歌，許下新年願望時，馬英九說，希望台灣「風調雨順颱風小，國泰民安出口多，二○一八高雄出發」。 國民黨昨在中央黨部前廣場舉辦元旦升旗典禮，表態參選台北市長的丁守中、鄭麗文，有意參選新北市長的周錫瑋等人都出席。吳敦義致詞時呼籲國民黨全體黨員團結一致，二○一八年革新有成、團結有力，就能在地方選舉贏得更多民眾支持，二○二○年一定要全力以赴，重返執政。 面對年底縣市長選舉，吳敦義表示，一定要比現有執政縣市有明顯進步；他強調，讓中華民國重新締造一個廉能有效率的政府、繁榮均富的經濟、公義和諧的社會與和平穩定的兩岸，是國民黨無可旁貸的責任，「我們一定勇敢挑起來」。 馬英九跨年夜在高雄六合夜市逛街，元旦參加在世運主場館舉辦的「金犬迎新，升旗逗陣走」健走活動，國民黨立委黃昭順則在現場送口罩，不少人戴口罩參加升旗活動。馬英九並許下新年願望，希望台灣今年「風調雨順颱風小」，最後他不忘說，希望二○一八年從高雄出發。 ","https://udn.com/news/story/11734/2906795"
"t_time86","2018-01-01 13:43","國民黨升旗／吳敦義：2018 國民黨要勇敢挑起來"," 國民黨主席吳敦義上午出席在國民黨中央黨部前廣場舉行的元旦升旗典禮。 記者蘇健忠／攝影分享  facebook    不參加總統府前升旗，國民黨今天上午7時在中央黨部前自己辦起「革新 團結 重返執政」升旗活動，主席吳敦義發表元旦談話宣示，國民黨一定要勇敢挑起來，2018一定要比現有執政的縣市有明顯的進步，2020年更要全力以赴，重返執政。 吳敦義上午率副主席曾永權、郝龍斌出席升旗典禮，日前宣布參選台北市長的國民黨前立委丁守中、行政院前發言人鄭麗文、有意爭取參選新北市長的前縣長周錫瑋，以及立委曾銘宗、費鴻泰、中央委員連勝文等人都到場參加，展現團結氛圍。 吳敦義發表元旦談話表示，希望國民黨能夠展開革新、團結、重返執政的目標，一定同心協力在2018年革新有成、團結有力，就能夠在全國各地方選舉重大的考驗當中贏得更多民眾支持，「在2020我們要全力以赴，重返執政」。 吳敦義表示，政黨輪替是民主法治國家正常的狀況，只不過當國民黨再度失去執政的責任，眼看著一個真能夠締造繁榮均富的經濟、廉能有為的政府、公益和諧的社會，和平穩定發展的兩岸，在這一年多來的確遭到極大的磨損。 吳敦義感嘆，全民健康因當前政府能源政策的矛盾，無法受到保護，PM2.5已經使得全台灣許多同胞，面臨肝、肺遭受癌症威脅的恐懼，在全台各地已經有許多憂心不已的國民走上街頭。他希望國民黨在2018年團結一致，展開革新、團結、重返執政的目標，在全國各地方選舉中贏得更多民眾支持，2020年全力以赴，重返執政，讓中華民國重新締造一個廉能而有效率的政府。 ","https://udn.com/news/story/11734/2905929"
"t_time87","2018-01-01 10:56","臉書按讚未破百萬 羅智強不選北市長"," 前總統府副秘書長羅智強。圖／報系資料照分享  facebook    前總統府副秘書長羅智強今天表示，臉書粉絲專頁按讚數未突破百萬，他兌現承諾不選下屆台北市長，至於接下來是否參選台北市議員或立法委員，他沉澱後再思考。 羅智強105年12月24日宣布3階段投入台北市長選舉，106年底前，臉書粉絲專頁衝破100萬按讚門檻，爭取社群認同，達標就參選。 不過，經過1年來的衝刺，羅智強臉書粉絲專頁只有91萬多個按讚數，未突破100萬。羅智強告訴中央社記者，他兌現承諾，不選下屆台北市長。 羅智強表示，之前面臨低潮，如果沒有這麼多粉絲，他無法堅持到現在，讓台灣更好、讓台北更好是他的理念，不管未來選擇哪一種人生鋪排，他都會為這個理念努力。 國民黨內目前已表態參選台北市長有前國民黨籍立委丁守中、前行政院發言人鄭麗文；因為民主進步黨與台北市長柯文哲競合關係尚未確定，國民黨不急著提名，確定的提名人選要等過完農曆年後才會明朗。","https://udn.com/news/story/10958/2905810"
"t_time88","2018-01-01 08:24","國民黨升旗跳健康操 吳敦義跟郝龍斌在講悄悄話"," 國民黨主席吳敦義（中）上午在國民黨副主席郝龍斌（左）與曾永權（右）陪同下出席在國民黨中央黨部前廣場舉行的「革新、團結、重返執政」元旦升旗典禮，與民眾一起跳健康操。記者蘇健忠／攝影分享  facebook   國民黨今天上午7時在中央黨部前辦理107年元旦「革新 團結 重返執政」升旗活動，由中華擎天合唱團開場，全體黨員唱國歌、升旗敬禮，在黨主席吳敦義致詞後一起跳健康操，不過吳敦義和副主席郝龍斌不時交頭接耳，跳操零零落落，倒是副主席曾永權非常投入。 國民黨主席吳敦義、國民黨副主席曾永權、郝龍斌，日前宣布參選台北市長的前國民黨立委丁守中，前行政院發言人鄭麗文，以及有意爭取參選新北市長的前縣長周錫瑋，立委曾銘宗、費鴻泰，與中央委員連勝文等皆出席升旗典禮。 吳敦義發表元旦談話表示，希望國民黨能夠展開革新、團結、重返執政的目標，一定同心協力在2018年革新有成、團結有力，就能夠在全國各地方選舉重大的考驗當中贏得更多民眾支持，「在2020我們要全力以赴，重返執政」。","https://udn.com/news/story/11734/2905708"
"t_time89","2018-01-01 07:59","影／吳敦義元旦升旗 高喊重返執政","  國民黨主席吳敦義上午在國民黨副主席曾永權與郝龍斌陪同下出席在國民黨中央黨部前廣場舉行的「革新、團結、重返執政」元旦升旗典禮，唱國歌、國旗歌與愛國歌曲，致詞時高喊重返執政，並與民眾一起跳健康操。有意角逐台北市長的丁守中與有意角逐新北市長的周錫瑋兩人也都出席元旦升旗典禮。國民黨主席吳敦義（中）上午在國民黨副主席曾永權（左）與郝龍斌（右）陪同下出席在國民黨中央黨部前廣場舉行的「革新、團結、重返執政」元旦升旗典禮，唱國歌、國旗歌與愛國歌曲，致詞時高喊重返執政。記者蘇健忠／攝影分享  facebook   有意角逐台北市長的丁守中（左）與有意角逐新北市長的新北市長周錫瑋（右）兩人上午都出席國民黨中央黨部前廣場舉行的「革新、團結、重返執政」元旦升旗典禮。記者蘇健忠／攝影分享  facebook   國民黨主席吳敦義（中）上午在國民黨副主席郝龍斌（左）與曾永權（右）陪同下出席在國民黨中央黨部前廣場舉行的「革新、團結、重返執政」元旦升旗典禮，與民眾一起跳健康操。記者蘇健忠／攝影分享  facebook   國民黨主席吳敦義（右）上午出席在國民黨中央黨部前廣場舉行的「革新、團結、重返執政」元旦升旗典禮，唱國歌、國旗歌與愛國歌曲，有意角逐台北市長的丁守中（中）與有意角逐新北市長的新北市長周錫瑋（左）兩人也都出席元旦升旗典禮。記者蘇健忠／攝影分享  facebook   國民黨主席吳敦義上午出席在國民黨中央黨部前廣場舉行的「革新、團結、重返執政」元旦升旗典禮，唱國歌、國旗歌與愛國歌曲，致詞時高喊重返執政，並與民眾一起跳健康操。記者蘇健忠／攝影分享  facebook   ","https://udn.com/news/story/11734/2905698"
"t_time90","2017-12-30 13:20","國民黨議員評3母雞：都不夠力！"," 圖／聯合報系資料照片分享  facebook   國民黨台北市長初選最快明年3月民調，對未來必須聯合競選的黨籍市議員「小雞」而言，普遍認為立委蔣萬安人氣高，前立委丁守中準備足；但也有人直言，可能人選實力「都不夠」。 議員戴錫欽表示，蔣萬安在立院勞基法修法攻防中「新戰神」事件，基層獲回應不錯，且爭取青年與婦女選票能力明顯較佳，準備多屆的丁守中則是資歷完整，兩人各擅勝場。但就目前基層氛圍來看，挺蔣聲音明顯較大，這不是丁不好，而是選民期待能有新面孔。 議員陳孋輝則說，國民黨下屆台北市長候選人一定要派出年輕人，就算要輸，也要凸顯黨世代交替的魄力。她不諱言，丁守中雖有年紀大的問題，但蔣萬安的蔣家包袱選戰過程一樣會被追著打，兩人在正式選戰中變數難料。 議員王欣儀也擔心，蔣萬安蔣家後代背景，選戰過程一定會被對手民粹操作打擊；但丁守中保守、穩健風格，非現在選民偏好，也打不贏現任市長柯文哲花俏選戰策略，認為黨明年台北市長人選，應有像是前副市長邱文祥、歐晉德之類的人出馬角逐，較符合期待。 一北市深綠選區的國民黨議員則說，現在最可能代表黨參選台北市長的三個人，前政院發言人鄭麗文知名度最低，過去政治立場又曾轉換，擔任政治評論人又太久，基層的信任度不夠。 至於丁守中，該議員說，他雖「沒什麼好打」的，但年紀太大、作風傳統，要爭取中間選民支持也不容易。而最年輕的蔣萬安，黨內支持聲量很大，基層婆婆媽媽也愛，但蔣家包袱還需要蔣花一段時間去除，下一屆之後才參選會更好。 也有議員直言，丁守中人氣不夠，鄭麗文威望不足，蔣萬安恐怕會被打的自顧不暇，三人都不是明年選戰合適的「母雞」人選，結果就是資淺的議員候選人帶不動，資深的不用帶，最後一樣是「小雞抬母雞」。 ","https://udn.com/news/story/10958/2903484"
"t_time91","2017-12-30 13:20","光復北市 藍搶71萬青年票"," 台北市黨部分析，上屆台北市長選舉國民黨青年選票大敗，明年選舉，要全力爭取71萬青年選票。圖／聯合報系資料照片分享  facebook   國民黨爭取重返執政，明年首都之戰成關鍵。目前除前立委丁守中、前政院發言人鄭麗文表態參選，立委蔣萬安更擁高人氣。台北市黨部分析，上屆台北市長選舉國民黨青年選票大敗，明年選舉，要全力爭取71萬青年選票。 國民黨台北市黨部主委黃呂錦茹表示，明年台北市長選舉粗估有71萬20至39歲青年選票，約占全體選舉人數215萬選民的三分之一，只要黨有能力爭取這71萬選票過半支持，再加上原本就較偏好國民黨的中高齡、經濟選民選票，台北市長選舉就可能勝選。  黃呂錦茹分析，國民黨長期在爭取青年選票上技不如人，若明年選戰鎖定20至39歲青壯選民強攻策略奏效，翻轉青年選民結構，長期來看，也有助於支持國民黨選票向下扎根。  搶攻青年選票，黃呂錦茹表示，第一步將從黨部開始調整，黨工缺額要大幅任用年輕人，讓地方黨部結構年輕化，決策思維能納入年輕的聲音。另外，黨的服務觸角要向下延伸，像是明年就將舉辦頒發千人獎學金，各區黨部也會多辦諸如球類運動、網路遊戲等年輕人有興趣的活動，貼近年輕人。 不過黃呂錦茹也說，明年選戰要與青年選票直球對決，最重要的還是候選人本身特質，候選人本身若能就具有年輕特質，有一定世代交替，當然對爭取青年選票會比較有利，否則就必須有所補強。   就目前可能參與國民黨台北市長初選的人選來看，黃呂錦茹分析，年齡尚未滿40歲的蔣萬安較獲年輕人青睞，丁守中則較獲傳統藍營支持者支持，鄭麗文與台大教授李錫焜則有較不一樣的選票支持。  黃呂錦茹說，若未來黨台北市長候選人提名年輕人，由於他本身對青年已較有號召魅力，黨部將找過去有執政經驗的人加以輔佐，補強經驗上不足；若是較資深人士勝出，會協助讓他幕僚年輕化，並強化青年政策，爭取支持。 ","https://udn.com/news/story/10958/2903481"
"t_time92","2017-12-28 17:23","洪秀柱說蔣萬安需歷練 丁守中讚：她是黨內空氣清淨機"," 國民黨前主席洪秀柱今受訪時認為，對於立委蔣萬安角逐台北市長，應再給他一段時間歷練。宣布參選台北市長的前立委丁守中表示，洪秀柱真是當前國民黨內的「空氣清淨機」，敢於說真話，敢於堅持理念。 丁守中說，尤其面對現在黨內氣氛低迷，情勢不明，洪仍願意出面說出很多人心中的憂慮，讓他很感動。 丁守中指出，看到洪秀柱除了表達對當前黨內情勢的憂心，甚至公開為他抱屈，稱讚他學經歷與能力俱優，卻總在黨內初選這關被卡住，也讓他感同身受，並感到衷心感謝。國民黨前主席洪秀柱今受訪時認為，對於立委蔣萬安角逐台北市長，應再給他一段時間歷練。宣布參選台北市長的前立委丁守中表示，洪秀柱真是當前國民黨內的「空氣清淨機」，敢於說真話。記者楊正海／攝影分享  facebook   ","https://udn.com/news/story/10958/2900379"
"t_time93","2017-12-28 13:19","黨內勸進蔣萬安選北市長 洪秀柱：應再給他時間歷練","  國民黨迎戰2018台北市長選戰，青壯派立委蔣萬安倍受期待。但黨前主席洪秀柱今天受訪時提醒，要愛護、保護一個年輕人，應循續漸進培養，認為蔣若按照現在的問政模式認真做，「將來天下一定是你的」，要不要現在就消耗掉，黨內應思考。 洪秀柱表示，現在選民心態喜新厭舊嚴重，氛圍對年輕人有利，蔣萬安非常優秀，各種民調也顯示受歡迎；但反過來說，蔣一任立委還沒做完，歷練上是不是還可以再給他一點時間，否則若他明年選舉贏不了現任市長柯文哲，會不會就受傷，匆忙消耗掉？ 至於已表態參選的前立委丁守中，洪秀柱直言，丁一輩子夢想就是做台北市長，學經歷也很不錯，就是沒機緣，有時候不得不相信命運，替丁覺得可惜，他真的很苦命，「機緣不是你的就很難」。 洪秀柱說，柯文哲施政二二六六，奇形怪狀，獨樹一格，但有些人就喜歡這樣，特別是年輕人；明年台北市長選戰，蔣萬安與丁守中要自己考量，黨也要真的團結一致，不管最後誰出來，老中青都能支持，讓他可以順利當選。蔣萬安。聯合報系資料照／記者高彬原攝影分享  facebook   ","https://udn.com/news/story/6656/2899804"
"t_time94","2017-12-26 17:25","柯文哲自誇要推用得到的建設 丁守中：那內湖交通呢？","  台北市長柯文哲就任滿三周年，昨還舉辦就職三周年暨政績報告。表態爭取國民黨提名參選明年台北市長的前立委丁守中批評，柯整篇報告「誇大不實，爭功諉過」，點名包含軸線翻轉、<U+5185>湖堵車、市場改建與公共住宅等重大建設，毫無建樹、跳票連連。 丁守中質疑，柯文哲<U+8AAC>拒絕亮點政治，要建人民用得到的建設，那針對<U+5185>湖堵車問題，明明市府早已規劃好的台北捷運環狀線北環段、及台北東側南北向軌道運輸系統等市民需要的建設，柯為何遲遲不做？只會說漂亮話，卻解決不了問題。 柯文哲自誇做了別人不做的市場改建與公共住宅，丁守中也反駁，相關措施只是既定政策延續，反倒是柯住家附近的東門市場50年老舊依舊，柯三年來做了什麼？柯選前承諾四年蓋兩萬戶公宅，至今僅開工七處，共2268戶，這不只跳票，「已是騙票」。 丁守中也提到，柯文哲宣稱實現台北西區「軸線翻轉」，但事實是，光西區門戶計劃最重要的雙子星案連招標都還沒開始，軸線翻轉至今成效有限，柯的說法對西區老舊社區民<U+8846>既不負責，也不公平。 柯文哲昨天提到啟動東區門戶計劃，將讓南港從過去黑<U+9115>變充滿潛力的東區新門戶。丁守中質疑，包括國家生技園區、流行音樂中心、國家會展中心二期、四鐵共構的南港車站建設，在柯上任前已有規模，南港也早非黑鄉，反而柯上<U+4EFC>三年來幾無變化。","https://udn.com/news/story/10958/2896279"
"t_time95","2017-12-22 11:46","大陸重判詐騙犯 丁守中：應該要拍手叫好"," 肯亞詐騙案主嫌被大陸判刑15年，行政院發言人徐國勇因嫌犯無法回台灣判刑表示遺憾與抗議，宣布參選台北市長的前立委丁中今在臉書指出，遺憾個屁啦！應該要拍手叫好才對。 丁守中說，台灣即使有重刑，法官也不敢判，了不起判個3年，但是再加上假釋的話很快就出去了。捫心自問，台灣這些年詐騙集團聞名全球，刑罰真的存在嗎？如果要抗議，應該是全民要抗議我們法官對詐欺犯太寬容了。 丁守中指出，詐騙集團設在第三國害人，輕者財物損失，重者家破人亡。將心比心，被詐騙的又是大陸人民，民眾還樂的第三國將詐騙犯交付重刑的大陸司法審判，行政院又有什麼好遺憾的，發言人這種言論真的會讓人錯覺政府在護航詐騙集團。  丁守中表示，如果一定要表示遺憾的話，徐國勇應該遺憾當初很關心肯亞詐騙案的黃國昌委員，為什麼聲量消失才對。大陸重判詐騙犯，前立委丁守中在臉書指出，應該要拍手叫好。圖／報系資料照分享  facebook   ","https://udn.com/news/story/11714/2889345"
"t_time96","2017-12-20 23:56","丁守中：對比式民調 和柯P比才有意義"," 前立委丁守中說，黨中央若改用全民調應採「對比式民調」，和台北市長柯文哲對比，否則自己人比，也沒有意義。 圖／聯合報系資料照片分享  facebook   國民黨中常會昨天通過縣市長提名全部採全民調。前立委丁守中說，上屆台北市長黨內初選，他敗給黨內對手連勝文，就是因為採黨員投票；黨中央若改用全民調也應採「對比式民調」，和台北市長柯文哲對比，否則自己人比，也沒有意義。 前台北縣長周錫瑋日前曾表示，新北市長黨內初選要經過黨員投票，還批全民調是「閉門造車」。周錫瑋昨透過幕僚表示，還未獲知黨中央對全民調的完整規畫，暫不回應，但他希望有公平、公正、公開的平台，讓民眾認識可能的參選人。 嘉義市議長蕭淑麗說，她曾在民調上吃過虧，對民調不大信任，希望採取協商方式，兼顧公平與和諧。上屆嘉義市長藍營民調，當時的副議長郭明賓、市議員張秀華及青輔會主委陳以真都是民調人選，結果是陳以真勝出，坊間議論紛紛，還有人打趣說，「在地深耕廿八年民代，比不上戶籍剛遷入廿八天的政治新人」，民調是否貼近民意，值得商榷。 新竹市議會國民黨團書記長林耕仁說，黨中央一定要想辦法讓黨員在初選中有參與感，避免綠營有操控國民黨初選的空間。 ","https://udn.com/news/story/10958/2886727"
"t_time97","2017-12-21 00:12","藍2018初選全民調 首波提名4縣市"," 國民黨主席吳敦義昨裁示，明年初選採全民調。 記者曾學仁／攝影分享  facebook   國民黨中常會昨天通過二○一八縣市長選舉第一梯次提名名單，黨主席吳敦義裁示，尚未提名的縣市若協調不成進入初選，初選提名將採「全民調」方式決定，不再辦理「黨員投票」；黨中央並明確表態，不僅明年縣市長，未來總統及立委選舉初選提名，也將採「全民調」。 針對初選提名排除「黨員投票」，台北市長擬參選人丁守中和新北市長擬參選人周錫瑋有不同意見，周錫瑋並數度公開主張要納入黨員投票，但黨中央這次態度堅定，強調「不會考慮、沒有例外」。台北市和新北市長提名若協調不成，黨中央傾向明年農曆年後進入初選，初選就是採全民調決定提名人選。 依民國一○一年中常會通過的「國民黨員參加公職人員選舉提名辦法」，國民黨公職人員初選原則，都是採民意調查百分之七十，黨員投票百分之三十；但過去各縣市委員會或參選人自行協調，初選多已採全民調進行，黨員投票多不採用，黨內直言，選舉提名辦法不修，是為「尊重黨員」，但實質上已無多大意義。 黨內指出，根據中常會今年十月通過的二○一八縣市長選舉候選人提名特別辦法，在初選之前，可經協調產生候選人，協調的主要依據就是民調；另外，特別辦法第六條規定，若有特殊選情考量縣市，授權中央提名協調小組「策略處理」；十一月訂定的提名作業要點，也可經各縣市委員會決議不辦理黨員投票，不辦理黨員投票的依據都寫在規章裡。 根據提名作業要點，若採全民調，民調內容應包括「政黨對比式」及「黨內互比式」兩部分，對比民調占總分的百分之八十五，互比民調占百分之十五，民調不會刻意設計「排綠」。 另外，中常會昨天通過徵召南投縣長林明溱、苗栗縣長徐耀昌及連江縣長劉增應參選連任，並且提名立委王惠美參選彰化縣長。王惠美是明年縣市長選舉第一位經黨內初選民調勝出獲提名的參選人。 國民黨中常會預計在明年二月七日通過第二梯次的提名名單。除了彰化縣，新竹市定明年一月二日公告辦理初選，原本地方有意納入黨員投票，但在吳敦義表態後，初選也確定將採全民調，目前表態的參選人包括前市長許明財、議員林耕仁、鄭正鈐及李國璋。 在台東縣，立委廖國棟昨正式宣布參選台東縣長，議長饒慶鈴已表態，若協調不成，黨中央提名協調將在今天開會決定是否辦初選，一旦決定初選，將一併在明年一月二日公告，由初選民調提名參選人。 ","https://udn.com/news/story/10958/2886726"
"t_time98","2017-12-20 18:12","縣市長選舉採全民調 丁守中：我準備好了","  國民黨中常會下午通過縣市長提名採「全民調」，宣布參選的前立委丁守中贊成黨中央做法。但他強調民調應該是對比式民調，且全民調前一定要舉辦電視辯論，才能知道候選人對市政的了解、主張。 丁守中表示，他沒有公職、黨職、也沒有政治舞台，他已經準備好參選20年，但要辦全民調前，一定要先辦電視辯論，把市政的願景說清楚、講明白，否則悶著頭辦全民調，也失去意義。 上屆市長選舉，丁守中認為在黨內初選敗給連勝文，就是因為採黨員投票。丁守中說，全民調也應採對比式民調，和對手柯文哲對比，否則自己人比，也沒有意義。 國民黨中常會下午通過縣市長提名採「全民調」，宣布參選的前立委丁守中贊成黨中央做法。記者楊正海／攝影分享  facebook   ","https://udn.com/news/story/7323/2886062"
"t_time99","2017-12-20 12:50","王炳忠案／丁守中：國安法成綠色威權打擊異己的遮羞布","  難怪有人批評當局是在塑造杯弓蛇影的綠色恐怖，在搞台版麥卡錫主義。 外傳檢調搜出簡體字帳冊、人民幣，懷疑王有跟中共有金錢往來，但丁守中說，全台灣誰沒有幾張人民幣？誰沒有大陸朋友？用這麼草率方式約談其他政黨工作人員，三票齊發，未傳先拘，且拒絕委任律師在場，結果約談一天後又請回，這種搜索、約談的正當法律程序依據與必要性在哪裡。 丁守中表示，民進黨當年正是訴求「只要解嚴，不要國安法」，現在國安法卻成了綠色威權打擊異己的遮羞布，實在荒謬。 王炳忠案，前立委丁守中批評當局是在塑造杯弓蛇影的綠色恐怖，在搞台版麥卡錫主義。記者楊正海／攝影分享  facebook    domready(function() {if ( !countDownStatus ) getCountdown();if ( !highChartsStatus ) getHighcharts();});domready(function() {var channelId = 2;var actArea = ""poll_at_story_0_v405"";var actCode = ""v405"";var actTemplate = ""bar2"";var elemDiv = document.createElement('div');elemDiv.id = actArea;elemDiv.className ='vote_body area';var scr = document.getElementById(actArea+'_script');scr.parentNode.insertBefore(elemDiv, scr);$.getScript('/funcap/actIndex.jsp?actCode=' + actCode + '&channelId=' + channelId , function() {actTemplate = eval('objAct_' + actCode + '.d1.actTemplate');$.ajaxSetup({ cache: true });$.getScript('/func/js/' + actTemplate + '_min.js?2018042601', function() {$.ajaxSetup({ cache: false });piepkg();loadTemplateJs(actTemplate);eval(actTemplate + 'view(""' + '#' + actArea + '"");')})});});","https://udn.com/news/story/11704/2885290"
"t_time100","2017-12-19 10:27","台北市長選舉不禮讓柯P？姚文智爆：小英要我加油"," 立委姚文智日前公開正式宣布參選台北市長，外界關注明年2018台北市長選戰，民進黨究竟要繼續禮讓無黨籍的台北市長柯文哲，還是要提名自己人。對此，姚文智今接受電台專訪時透露，曾和總統蔡英文報告過自己要參選，當時蔡英文則勉勵自己要「加油」。 對於柯文哲自稱和民進黨高層關係很好，姚文智說，自己要參選一事，曾和總統蔡英文、民進黨秘書長洪耀福等人報告過，也有和小英討論台北市政，當時小英要自己加油，洪耀福則說「隨時聯絡，看怎麼協助」。姚文智更反問，這樣子「我和高層關係好不好」。 姚文智強調，民進黨從來都不是高層說了算，也不是柯文哲說了算，尤其他謊話這麼多，民進黨沒有這樣子的傳統，高層必須聽市民的，我最後也會聽市民的。 主持人周玉蔻追問，姚文智算是駐日本代表謝長廷的子弟兵，不過柯、謝關係良好，柯文哲更多次對外宣稱，謝長廷是自己政治上的軍師，為什麼謝長廷不出來挺姚文智？ 對此，姚文智說，謝系已經沒有在運作，且謝長廷是大使，不要強求這個。 不過由於柯文哲民調居高不下，不管是對上國民黨籍立委蔣萬安、前立委丁守中，還是姚文智，全都是柯文哲贏。 對此，姚文智說，民調要看趨勢，民進黨支持者越來越多人離開柯文哲，若是採兩兩對決，自己的民調都站穩30%以上，未來還要看民進黨提名，台北市長選舉才剛開始。 姚文智說，自己相信台北市民的水準，最後還是會看政見的，自己會讓民眾知道，我的政策比柯文哲好百倍。 對於周玉蔻追問，若未獲民進黨提名，是否會脫黨參選到底？姚文智則未正面回應，強調自己現在在爭取黨內提名，到時候再說，但認為民進黨要自己推候選人，如果是黨內同志自己做民調，我輸了就甘願。 對於大巨蛋、中正紀念堂的未來，姚文智認為，這有很多種方法可以討論，自己支持解約，但拆不拆可以共同討論，公投也是一個方式；中正紀念堂不必拆，因為他是國定古蹟，但可以改裝成故宮二館。立委姚文智今接受電台專訪時透露，曾和總統蔡英文報告過自己要參選，當時蔡英文則勉勵自己要「加油」。圖／Hit Fm《蔻蔻早餐》製作單位提供分享  facebook   ","https://udn.com/news/story/10958/2882888"
