"Media","month","date","V2","V3"
"408","UDN","05","06","聯合報一周大事4/29~5/5","   30日：教育部要求台大重啟遴選校長，台大開臨時行政會議，決議將走訴願等行政救濟程序，5月12日將召開臨時校務會議討論因應。  5月1日：與我長達77年邦誼的邦交國多明尼加，無預警宣布與我國斷交並與中國大陸建交，我國邦交國減至只有十九個的歷史新低。  2日：國民黨台北市長初選民調公布，前立委丁守中以4成7的平均支持率，大幅領先其他三位參選人勝出，將代表國民黨參選年底首都選戰。  4日：台大師生及校友「反拔管」，發起「新五四運動」，要求教育部依法聘校長當選人管中閔。前校長李嗣涔批蔡政府無法無天，傾國用洪荒之力違法拔管；台大物理系主任張顏暉則引用名著「動物農莊」，諷刺在蔡政府底下，「只有豬可以兼獨董、當校長，人不可以」。    5月3日：中美貿易談判在北京登場，討論包括宣稱中國強迫外國企業進行技術轉讓，及政府對科技發展給予補貼等。新華社稱，中方已做好了全方位準備，美方說若談不成就繼續對中國<U+7523>品徵收關稅，中國不會妥協屈服。  4日：負責評審諾貝爾文學獎的瑞典學院宣布，今年將不頒文學獎，延後到明年，即明年將有2018及2019年諾貝爾文學獎得主共兩人，這是二戰後諾貝爾文學獎首度未按時頒發。近半年來瑞典學院飽受院士丈夫性騷擾醜聞困擾，導致院士對立，學院表示需要時間恢復外界對學院的信任。"
"409","UDN","05","06","讓不讓柯都是難…綠恐怕只能生悶氣"," 柯文哲。圖／聯合報系資料照片分享  facebook    民進黨北市選舉若決定自提人選，不讓柯文哲，是兩難選一難。 五月一日晚間，民進黨操盤四巨頭和柯文哲在木柵農會密會後，柯對記者說：「他們壓力很大。」壓力來自兩方面，一是獨派對柯文哲之厭惡，已到水火難容；二是深綠基本盤向要參選台北市議員的人強烈表態，非提自己人不可，兩種壓力匯集成一股大壓力，承受這壓力的人，與其說是民進黨，不如說是蔡英文。 蔡英文傾向禮讓，純從台北市選情考量，在三足鼎立情況下，即使由陳菊或賴清德出馬，也贏不了。這兩人的「高人氣」，在南部無人可匹敵，台北則未必。菊賴同是民進黨高層，需承擔民進黨執政不力的負面效應；民進黨一定也算過，要拿七十萬票門檻是高難度。市議員大約一萬五千票就可當選，但得有所謂「母雞」，黨若禮讓柯，他們等於和基層為敵，淪為「孤雞」，此之所以他們幾乎一致要求「自提」。 蔡英文曾隱約透露，民進黨若一定要選，會成為第三名。這話柯文哲也說過：「那會成為我和民進黨爭二、三名。」國民黨當選，那是蔡英文的大噩夢！高志鵬就揚言「敗選黨主席應下台」，如今她的民意支持度偏低，民進黨會不會支持她參選連任，大有問題。 一旦三足鼎立成局，柯綠互打必是競選主戲，包括姚文智在內既然都強調「台灣價值」，四二二遊行時，大家所穿的綠色Ｔ恤上同寫著TAIWAN,TAIPEI。幾天前姚文智還強調絕非Chinse Taipei，這個價值定義，必隨著民進黨全省參選人同行，也附帶使賴清德所稱「務實台獨工作者」明朗化。 對民進黨而言，「台灣價值即台獨」，固有助於團結獨派進而凝聚基本盤，但也把自己鎖進一個堡壘裡，堡壘裡藏著什麼，它已無支吾其詞空間；如是，未來選舉從今年到二○二○年，民進黨就色澤分明地在為台獨而戰，使得它不得不以推動台獨為選舉主訴求。那麼，贊不贊成台獨，選舉票等於是公投票。民進黨禁得起民意考驗嗎？ 柯文哲在二○一四年選舉時自承「墨綠」，且表示會和民進黨一起作戰。但他很快就變了，「兩岸一家親」之說至今不變，是看清即使這五個字氣得民進黨要撞牆，在台北市竟還有超過五成人接受。他不待民進黨是否禮讓他，已主動和民進黨切割。他的確是個投機分子，卻也洞察了台北選舉市場實況，和賴清德一樣「務實」。 柯文哲的基本盤是青年族群，令民進黨不堪的是，在柯文哲未出現前，青年選票多數歸屬民進黨；大力支持太陽花運動，民進黨之著眼是為了收納並擴大青年族群為己有。不料智商一五七的柯文哲翻轉使之成為白色力量，兩年多來努力經營，出現屬於他的「網軍」、「柯粉」，如今在網路上大力撻伐民進黨者，便是這群人。 至今為止，柯文哲依然是三足鼎立中的第一名。這狀況會否一直維持到投票，當然還難說，變數在丁守中是否能整合國民黨，使吃了苦的藍營歸隊。兩者爭戰中，民進黨已無角色可扮演，是以，柯文哲所說「和民進黨爭二、三名」，是他心裡已有準備的最壞結果，至此，民進黨只有生悶氣的份兒了。"
"410","UDN","05","06","比牛肉 北市何不來場三國演義"," 傳綠營高層分析民調後，認為自推人選角逐台北市長，至少能避免內部分裂。柯文哲昨天受訪時似乎不願回答，還問記者「沒有別的問題可以問嗎？」記者王彥鈞／攝影分享  facebook     據了解，民進黨高層研判後認為，與其大費周章說服綠營基層支持禮讓台北市長柯文哲 ，不如自提人選，至少可避免因禮讓可能造成黨內分裂，殃及其他縣市的選票流失。不錯，理應如此，否則綠營支持者可能大量流失。 現有黨內有意參選者之中，雖然以民進黨立委姚文智聲勢最高。不過，自提人選，並不代表就是姚文智，畢竟民進黨有意角逐者不少，如蘇煥智與呂秀蓮，甚至有人推薦陳菊與賴清德等重量級人士。陳菊如果能出馬，與柯文哲有得拚。 近來柯文哲與民進黨關係，始終未見改善，柯還直言拔管事件是白癡決定，柯的民調直落，目前與國民黨北市長參選人丁守中不相上下，甚至有些民調還低於丁。民進黨選民對台北市長選舉自提人選的支持度，不斷攀升，令民進黨高層不得不重新思考。 以目前態勢看，要說服綠營選民再度禮讓柯，可能要花很大功夫，不如自提人選，對促成綠營內部團結有幫助。如此一來，國、民兩黨與「白色力量」將形成新的「三國演義」，對選民未嘗不是好事，因為大家可以仔細端詳，誰端出的「牛肉」最好。 政治，是管理眾人之事，越多人參與越好，無須誰禮讓誰，有競爭才有進步。四年前柯文哲以「白色力量」崛起，這次是考驗其施政成績的試金石，大家不妨拭目以待。 "
"411","UDN","05","07","小英不爽柯P 丁守中：民進黨的談判手段"," 丁守中。圖／聯合報系資料照片分享  facebook    年底台北市長選舉，民進黨是否繼續禮讓台北市長柯文哲備受外界關注。對此，國民黨台北市長參選人丁守中直言，民進黨還是以打敗國民黨為優先考量，因此只有兩種情況才會自提人選，一是研判柯文哲已構成總統蔡英文連任最大障礙，二是無論民進黨提名與否柯文哲都會輸。 丁守中強調，無論民進黨是否自提人選，最後都會是藍綠對決的局面，還說自己過去在立院也不是「乖乖牌」，很多背離民意的法案都投反對票，還因此被黨團罰了很多錢，不過這些法案最後都轉彎回歸民意，也顯示政策與法案該回歸學術，以民意為依歸。 丁守中今接受網路直播節目，被問到對手柯文哲的禮讓問題，認為深綠都覺得柯文哲沒有核心價值，已經變紅，又最可能賣台，且柯文哲在台北聲望雖低，其他地方卻是高的，民進黨自提人選等於提前解決問題。 丁守中說，還有另外一種情況就是，所有民調顯示，不管民進黨提不提名，柯文哲都會輸，這樣子民進黨就會提名，好凝聚綠營，作為和國民黨對抗的本錢。 丁守中還說，民進黨中央執政差，年輕人選票跑掉了，導致不少年輕議員感到焦慮，讓為柯文哲可以抓住年輕選票，但其實柯文哲執政很差，執政滿意度也低，無論民進黨推不推人，最後都是藍綠對決。 至於民調是否已經超過柯文哲？丁守中說，民調起起伏伏，高興一天就好了，尤其柯文哲握有行政資源，這是場資源不對等的選戰，一定是艱苦選戰。 對於傳出總統蔡英文不爽柯文哲，丁守中認為，民進黨這些動作都只是談判策略的一種，透過黑臉白臉給柯文哲施壓，好把柯文哲的姿態壓低，讓主張禮讓派的人有台階下。 丁守中還自爆，自己這次出來也不是黨中央規劃的，甚至還被打壓，會出來選是因為熟悉台北市政，了解台北市一草一木，看到柯文哲大搞網紅，台北市卻愈來愈黑、競爭力下降，才堅持參選，要讓台北市亮起來。 丁守中說，民眾期待超越藍綠，但未必支持白色力量，尤其現在白色力量也都跳票了，民進黨執政後又經濟不振、兩岸交惡、國際被邊緣化，政治黑手甚至深入校園，因此自己對國民黨重返執政還是有信心。 對於外界常常質疑自己欠缺「爆發力」，丁守中說，很難界定什麼是爆發力，是衝撞還是「滿嘴幹話」？如果是上述兩項，確實沒有，不過自己有前瞻的能力，也有協調不同意見的能力，這種爆發力才是推動市政所需要的。 domready(function() {if ( !countDownStatus ) getCountdown();if ( !highChartsStatus ) getHighcharts();});domready(function() {var channelId = 2;var actArea = \"poll_at_story_0_v479\";var actCode = \"v479\";var actTemplate = \"bar2\";var elemDiv = document.createElement('div');elemDiv.id = actArea;elemDiv.className ='vote_body area';var scr = document.getElementById(actArea+'_script');scr.parentNode.insertBefore(elemDiv, scr);$.getScript('/funcap/actIndex.jsp?actCode=' + actCode + '&channelId=' + channelId , function() {actTemplate = eval('objAct_' + actCode + '.d1.actTemplate');$.ajaxSetup({ cache: true });$.getScript('/func/js/' + actTemplate + '_min.js?2018042601', function() {$.ajaxSetup({ cache: false });piepkg();loadTemplateJs(actTemplate);eval(actTemplate + 'view(\"' + '#' + actArea + '\");')})});});"
"412","UDN","05","07","綠營北市若自提人選 丁守中估僅兩種可能"," 丁守中。聯合報系記者胡經周／攝影分享  facebook    報載民主進步黨台北市長選舉恐不禮讓台北市長柯文哲。中國國民黨台北市長參選人丁守中今天指出，只有兩種情況才會讓民進黨自提人選，其一為柯文哲無論民進黨是否提名都輸。 自由時報報導，蔡英文總統對柯文哲至今的發言多有不滿，認為雙方已是「道不同，不相為謀」，年底台北市長選舉在民進黨內反柯派聲量漸趨主導下，朝自提人選布局，不再與柯文哲合作。 柯文哲今天列席台北市議會進行專案報告，答詢說認為可以合作是最好。 丁守中下午透過新聞稿表示，今年底台北市長選舉，民進黨仍以打敗國民黨為優先考量，研判只有兩種情況才會自提人選，包括柯文哲已構成總統蔡英文連任的最大障礙，或是柯文哲無論民進黨提名與否都會輸。 他說明，由於深綠認為柯文哲沒有核心價值，已經「變紅」又最可能賣台，加上柯文哲在台北聲望最低、其他縣市聲望卻是高的，若民進黨自行提名等於提前解決問題。 此外，若所有民調顯示民進黨無論提名與否，柯文哲都是輸，那麼民進黨退而求其次才會提名，以凝聚綠營向心力和國民黨抗衡。 丁守中表示，由於民進黨中央執政差，流失年輕人選票，部分焦慮的年輕台北市議員認為柯文哲可抓住年輕人選票，但柯文哲執政差且治理滿意度也低，無論民進黨是否自提人選，北市選舉最後都會是藍綠對決局面。 對於報載民調已超過柯文哲一事，丁守中說，民調起起浮浮，高興一天就好，有些人因為不爽柯文哲而在電話民調給予教訓；不過，柯文哲握有行政資源，這仍是場資源不對等的選戰，並強調自己面對艱困選戰，一定會全力以赴。 domready(function() {if ( !countDownStatus ) getCountdown();if ( !highChartsStatus ) getHighcharts();});domready(function() {var channelId = 2;var actArea = \"poll_at_story_0_v479\";var actCode = \"v479\";var actTemplate = \"bar2\";var elemDiv = document.createElement('div');elemDiv.id = actArea;elemDiv.className ='vote_body area';var scr = document.getElementById(actArea+'_script');scr.parentNode.insertBefore(elemDiv, scr);$.getScript('/funcap/actIndex.jsp?actCode=' + actCode + '&channelId=' + channelId , function() {actTemplate = eval('objAct_' + actCode + '.d1.actTemplate');$.ajaxSetup({ cache: true });$.getScript('/func/js/' + actTemplate + '_min.js?2018042601', function() {$.ajaxSetup({ cache: false });piepkg();loadTemplateJs(actTemplate);eval(actTemplate + 'view(\"' + '#' + actArea + '\");')})});});"
"413","UDN","05","07","勇哥物語：李登輝若無私 丁守中早當北市長"," 保外就醫的台中監獄受刑人陳水扁今天在臉書粉絲頁「新勇哥物語」分析台北市長選情。他表示，24年前台北市首度市長民選，前總統李登輝如果能夠大公無私，推派丁守中參戰，而非愛將黃大洲，他相信應該是丁守中當選。年齡原本是丁守中的罩門，但民進黨提名蘇貞昌參選新北市長後，就不再是問題。 陳水扁說，24年前舉行台北市升格為院轄市後，首度市長民選，當時丁守中的民調支持度並不差，與趙少康互有領先，甚至不輸給當時台北市長黃大洲。廉能法治促進會公布台北市長選舉調查報告指出，支持度最高的是阿扁26.5%，趙少康第二23.2%，丁守中、黃大洲、謝長廷則依序並列在後。丁守中在中華民國民意測驗協會的民調報告，支持率更是超越趙少康。 陳水扁認為，依照相關的民調結果，李登輝當年如果能夠大公無私，提名的是丁守中，而非黃大洲，趙少康不一定會出來，24年前的台北市長應該是丁守中當選，台灣政治史都要改寫。 陳水扁的分析，並不完全正確，因為他忽略了當時剛剛成立的新黨，第一次投入地方選舉，提名許多新人參選台北市議員，需要趙少康拉抬選情，新黨當年議員選舉亮眼，國民黨立委費鴻泰、台北市副市長鄧家基、前親民黨立委許淵國、龐建國等都是在趙少康拉抬選情下當選，開始步入政壇。 陳水扁分析，2014年選舉若是丁柯之爭，鹿死誰手尚未可知，但至少不會有柯文哲旋風，也不會發生國民黨在2014年選舉輸掉13個縣市，2016年總統與立委二合一選舉重大挫敗情況。 丁守中是否可能在北市勝選？陳水扁表示，什麼都有可能，原本年紀是他的罩門，但民進黨提名蘇貞昌後，就不再是問題。民進黨不是沒有機會贏得年底首都市長，前提是要提名重量級強棒出擊，同時扮演2018地方大選領頭羊角色，新北市長候選人蘇貞昌，將是最大獲利者。 "
"414","UDN","05","07","丁守中將請益黨內大老、連戰連勝文"," 丁守中在周三獲國民黨通過正式提名參選北市長後，將連繫安排向國民黨前主席連戰及中央委員連勝文請益。 圖／聯合報系資料照片分享  facebook    將代表國民黨參選台北市長的丁守中，在周三獲國民黨通過正式提名後，將連繫安排向國民黨前主席連戰及中央委員連勝文請益。對於四年前國民黨初選時與連勝文的激烈競爭，丁守中表示，大家只記得他們前面競爭激烈那一段，忘了他後面陪連勝文掃街拜票的事。 丁守中說，大家只記得他們在初選激烈競爭的那一段，忘了後面他陪連勝文掃街拜票的事，當時郝柏村還稱讚他為黨，媒體也報導說他有運動家風範。 對於與連家是否有誤會，丁守中表示，早就已經消滅掉了，他跟他們之間沒有問題。過去不管是前台北市長黃大洲、馬英九、郝龍斌甚至連勝文等，只要獲得國民黨提名，他都有全力幫忙。 至於何時向連家請益，丁守中表示，目前還沒跟連家聯絡，等到周三中常會正式通過提名之後，他就會安排，包括前黨主席、副主席，黨內大老、立委、議員和里長及社會菁英等都會去拜訪，反正他現在時間多的很。  丁守中說，除了他個人拜訪大老外，黨內也有規畫他與新北市長候選人侯友宜組成丁侯連線，閩南語唸起來類似「頂好」連線，他們會提出共同政見，包括反對深澳電廠興建等意見。 "
"415","UDN","05","07","民進黨北市長選情 陳水扁：派重量級強棒就有機會贏"," 民進黨北市長傾向自提人選，不再禮讓現任市長柯文哲。前總統陳水扁今在臉書專頁「新勇哥物語」分析指出，民進黨不是沒有機會贏得年底首都市長，前提是要提名重量級強棒出擊，同時扮演2018大選領頭羊角色，而新北市長參選人蘇貞昌將是最大獲利者。 陳水扁在文中提到，前立委丁守中苦等24年，才獲國民黨提名台北市長，但如果國民黨早在24年前及4年前台北市長選舉就提名丁守中，而非黃大洲、連勝文，選舉結果可能大大不同。 1994年競爭台北市長的人選有民進黨陳水扁、謝長廷，國民黨丁守中、黃大洲以及新黨趙少康，民調支持度前3名分別是陳水扁、丁守中、趙少康。 陳水扁說，雖然當時阿扁民調最高，但如果李登輝當年能夠大公無私提名丁守中，而非他的愛將黃大洲，趙少康不一定會出來，相信那年的台北市長應該是丁守中當選，24年來台灣政治史都要改寫。 至於2014年台北市長選舉，就算國民黨派丁守中取代連勝文應戰，也不一定能擊敗柯文哲，但至少不會有柯P旋風與柯P現象外溢效應，也就不會導致國民黨2014兵敗如山倒，輸掉13個縣市，進而影響2016年總統與立委二合一選舉的重大挫敗。 丁守中等了24年，今年終於獲得提名，陳水扁認為，丁守中贏下台北市並非不可能，原本年紀是他的罩門，但民進黨提名蘇貞昌後就不再是問題了。 但陳水扁也說，民進黨也不是沒有機會贏得年底首都市長，前提是要提名重量級強棒出擊，同時扮演2018地方大選領頭羊角色，新北市長參選人蘇貞昌將是最大獲利者。前總統陳水扁今在臉書專頁「新勇哥物語」分析指出，民進黨不是沒有機會贏得年底首都市長，前提是要提名重量級強棒出擊。圖／取自臉書新勇哥物語分享  facebook   "
"416","UDN","05","07","勇哥物語：李登輝若大公無私 丁守中24年前就當北市長"," 前總統陳水扁今天在臉書粉絲頁「新勇哥物語」分析台北市長選情。他表示，24年前舉行台北市1967年升格為院轄後首度市長民選，當時丁守中的民調與趙少康互有領先，甚至不輸當時市長黃大洲，李登輝當年如果能夠大公無私，推派丁守中參戰，他相信應該是丁當選，24年來台灣政治史都要改寫；2014年的台北市長選舉也是如此。 陳水扁表示，原本丁守中年紀是他的罩門，但民進黨提名蘇貞昌後就不再是問題。他也強調，民進黨不是沒有機會贏得年底首都市長，前提是要提名重量級強棒出擊，同時扮演2018地方大選領頭羊角色，新北市長候選人蘇貞昌將是最大獲利者！  勇弟：請問勇哥，如果24年前，及4年前，也就是1994年與2014年台北市長選舉，國民黨提名的候選人不是黃大洲，也不是連勝文，而是丁守中，其選舉結果會怎麼樣？ 勇哥：24年前舉行台北市1967年升格為院轄後首度市長民選。記得丁守中的民調支持度並不差，與趙少康互有領先，甚至不輸給現任市長黃大洲。如1994年6月5日中晚報導廉能法治促進會公布台北市長選舉調查報告，支持度最高的是阿扁26.5%，趙少康第二23.2%，再依序為丁守中、黃大洲、謝長廷。同年8月6日中時報導，中華民國民意測驗協會完成台北市長國民黨提名人選民調，如果國民黨提名丁守中，有30.6%會投給他，趙少康得到24.6%的支持，阿扁則獲得41.9%的支持。換句話說，李登輝當年如果能夠大公無私，提名的是丁守中，而非他的愛將黃大洲，趙少康不一定會出來，相信24年前的台北市長應該是丁守中當選，24年來台灣政治史都要改寫。 勇弟：那2014年台北市長選舉，國民黨提名的是丁守中，亦非連勝文，國民黨會贏嗎？ 勇哥：丁柯之爭，鹿死誰手尚未可知，至少不會有柯P旋風，柯P 現象外溢效應，也就不會發生國民黨在2014兵敗如山倒，輸掉13個縣市，進而影響到2016年總統與立委二合一選舉的重大挫敗。因為柯P 現象外溢效應只發生在2014年11月29日的台北市長選舉，國民黨候選人叫連勝文。如果是丁守中，整個政治情勢發展保證完全不一樣。 勇弟：這樣聽你分析，丁守中等了24年的台北市長，是否真的會被他等到？ 勇哥：什麼都有可能！原本年紀是他的罩門，但民進黨提名蘇貞昌後就不再是問題了！民進黨不是沒有機會贏得年底首都市長，前提是要提名重量級強棒出擊，同時扮演2018地方大選領頭羊角色，新北市長候選人蘇貞昌將是最大獲利者！前總統陳水扁。聯合報系資料照分享  facebook   "
"417","UDN","05","07","觀察站／三國混戰？ 牽動2020大選"," 蔡英文在新北可以登壇拜將請出老將蘇貞昌（圖），但在台北市仍持續觀望，反而讓民進黨步入僵局。 記者魏翊庭／攝影分享  facebook    雙北市長選戰狼煙四起，本周至為關鍵。「柯綠對弈」是和是戰，即將攤牌；民進黨選對會今天啟動北市長徵詢程序，蔡英文總統的意志能否貫穿雙北，不僅影響二○一八布局，更牽動二○二○戰局。 雙北選情互為犄角，台北市可能出現三國混戰，也連動新北的雙城奇謀能否奏效。 國民黨台北市長人選出牌後，壓力落在舉棋不定的民進黨頭上。國民黨雙北市長參選人侯友宜、丁守中喊出「雙城連線」；面對不受控制的台北市長柯文哲，民進黨新北市長參選人蘇貞昌還找不到隊友，要批柯或挺柯都進退兩難。 台北市民進黨基層力促自提人選，要與柯文哲直球對決，問題是就算要促成三國鼎立，柯文哲已登板四年、丁守中也在牛棚練投廿四年，民進黨還看不到「最強的人選」。 對國民黨而言，眼前最強對手柯文哲，從過去選舉結果來看，泛綠若分裂，不論最後形成藍綠對決或三國大戰，都是藍軍樂見的局面。 侯友宜被視為藍營領頭羊，雙城連線重點在拉抬丁守中氣勢，從新北拉起台北，從地方包圍中央；民進黨勢必傾府院黨之力，裂解藍軍在北台灣灘頭堡。 蔡英文在新北可以登壇拜將請出老將蘇貞昌，但在台北市仍持續觀望，反而讓民進黨步入僵局。選對會是黨主席的幕僚單位，蔡英文的意志將決定柯文哲究竟是敵是友。政治講求實力，民進黨如果能拔下柯文哲，怎麼可能至今還委曲求全？ 民進黨和柯文哲難免一戰，問題是何時開戰？柯、綠目前處於火車對撞階段，選對會的難題在於，「柯文哲二○一八如果不是隊友，二○二○可能就會成為蔡英文的對手」；目前二○一八膠著點在於是否禮讓柯文哲，但白色力量如果在年底可以一舉殲滅藍綠政黨，柯文哲二○二○恐怕就沒有禮讓蔡英文的理由。 藍綠的戰略布局雷同，先新北、再台北，從二○一八決戰二○二○。藍綠二○一八選戰最重要的一塊拼圖都落在台北市，蔡英文和柯文哲將是影響這一局的關鍵人物。 "
"418","UDN","05","07","表態台獨？ 柯文哲：不用意識形態取暖"," 是否擔心被民進黨操作棄保？柯文哲說，沒什麼好擔心，每天做自己喜歡做的事情就好了。 記者余承翰／攝影分享  facebook   民進黨是否禮讓台北市長柯文哲，選對會今天啟動徵詢機制。近柯人士昨天說，民進黨自提人選，外溢效果最大衝擊恐怕是民進黨新北市長和台北市議員選情；柯綠二○一八若提早對決，白色力量殲滅藍綠政黨，形同為柯鋪陳二○二○參選之路，對蔡英文總統比較好嗎？ 對此，民進黨選對會成員、北市黨部主委黃承國表示，不回答假設性問題，且選對會已啟動提名作業程序。 台北市長柯文哲昨被問到，若表態台獨，是否可獲得綠營支持？柯文哲說，現階段反共，是因為反對一黨專政，台灣好不容易走到民主自由的國度，這是前總統李登輝對台灣歷史最大的貢獻，何必去用那種不需要的意識形態去互相檢視、取暖，甚至變成結黨結派的唯一因素。他還直言，「這就是柯文哲的個性」。 記者追問，民進黨不禮讓，是否因「台灣價值」不同調？柯文哲說，「不是啦」，台灣價值不應只有台北市長要回答，「要不然每個縣市長都來講一下台灣價值是什麼？」至於是否接受民進黨兩階段民調，柯文哲說，等發生了再煩惱。 是否擔心被民進黨操作棄保？柯文哲說，沒有什麼好擔心，每天做自己喜歡的事情就好了。 爭取民進黨提名的姚文智表示，台灣價值就是隱藏在內心中，轉化為行為，不用結黨營私，更不可能拿來取暖、作為工具，「柯市長，你真的和我們完全不一樣」。 國民黨台北市長參選人丁守中說，民進黨是否推人現在很難講，他仍以民進黨不推人、把柯文哲視為假想敵，全力以赴。 "
"419","UDN","05","07","雙城連線 侯友宜、丁守中要打團體戰"," 年底雙北市長選戰，國民黨已定調「雙城連線」。新北市長參選人侯友宜（右圖，記者胡經周攝影）將和台北市長參選人丁守中（左圖，聯合報系資料照片）討論共同政見。分享  facebook   年底台北市與新北市長的雙城選戰，國民黨已定調「聯合出擊，相互拉抬」，新北市長參選人侯友宜昨表示，近期會和台北市長參選人丁守中連繫，先由幕僚溝通討論出共同政見，兩人再會面商談細節。 相對國民黨的「雙城奇謀」策略，民進黨至今仍陷於是否禮讓台北市長柯文哲的爭論中；民進黨新北市長參選人蘇貞昌昨被問到「會不會期待黨推自家人，雙北聯合競選？」蘇貞昌說「黨中央會有最智慧的決定」，新北市怎麼才會更好，才是他最掛念的事。蘇幕僚補充表示，蘇貞昌接受徵召才一個月左右，還在籌組團隊中，競選合作還沒進入討論，但不會排除在外。 國民黨台北市長參選人由丁守中出線後，雙北市長選戰國民黨的「聯合作戰」策略也逐步浮現，只是聯合作戰的時機、 會以什麼方式推動，仍待進一步討論。 侯友宜昨天表示，「見面會以政見討論為主」，他認為雙北最好先推出共同政見，為雙北市民創造更多福祉。 丁守中競選團隊發言人詹為元表示，一定會跟侯團隊合作，兩人本來就認識且有默契，若彼此正式獲得提名，一定要會面討論雙北政策合作。 侯友宜辦公室表示，雙北合作是選戰基調，過去雙北就有合作平台，所以選戰也會延續，以便讓雙北未來繼續合作，才能共生共榮。雙北地緣接近，多數地區生活型態類似，很多人住新北到台北工作，或是住台北在新北上班，除了行政區域界限，其實彼此生活早已共生共融。 侯辦表示，大台北生活圈難以分割，許多方面如交通、生活都互通，單獨發展不利整體規畫，未來選戰雙北政策也應該通盤思考，以大台北生活圈為考量，交通、空汙等議題都需彼此合作才能解決。 詹為元指出，對於雙北政策合作的初步構想，例如交通月票是否調整，以及萬華第一果菜批發市場改建是要原地改建、或雙北共用場地等，都會是雙北政策合作的內容。 "
"420","UDN","05","08","北市議員選舉／藍新人拚初選 爭搶「男神」輔選"," 久未露面的國安會前秘書長金溥聰（左二）昨天首度輔選，陪新人鍾沛君（左一）到前總統馬英九住家附近的興隆市場拜票。 記者楊正海／攝影分享  facebook    國民黨台北市議員初選電話民調明天起舉行，中正萬華區首先登場，新人陳孝威、林冠勳二搶一。許多新人爭搶「母雞」輔選，國民黨立委蔣萬安、新北市長參選人侯友宜、國安會前秘書長金溥聰等人被基層視為熱門輔選「男神」。 國民黨台北市長參選人丁守中今天將陪同通過國民黨內初選的新北市議員參選人葉元之謝票，這也是丁守中首度跨區造勢行程。國民黨新人林冠勳擁有多年國會經驗，為前立委林郁方子弟兵。 圖／林冠勳提供分享  facebook    大安文山區民調16日登場，新人五搶四選情激烈。金溥聰昨天首度出面輔選，與新人鍾沛君至前總統馬英九住家附近的興隆市場拜票。 鍾沛君說，選舉沒師父，還是要靠自己，昨天「金老師」和她一起拜票前，她一大早就站在辛亥隧道入口和民眾打招呼；金溥聰也告訴她，選舉就是要勤跑。 金溥聰說，鍾沛君正派，能發揮正面能量，是年輕藍軍的新聲音。媒體詢問，還有體力參加鐵人三項嗎？金溥聰說，醫生說他以前是跑車，現在是小轎車，只要慢慢開都沒事。國民黨新人陳孝威擁有旅外經驗，被外界視為藍營青年軍。 圖／陳孝威提供分享  facebook    另一話題參選人王致雅曾請蔣萬安一起掃街，日前因競選照片「修很大」，知名度大增。她曾宣布3周要減重3公斤，失敗就送200瓶油切綠茶；她昨天在大安捷運站展現減重5公斤成果，雖達成目標還是照送綠茶。 新人林冠勳則找來侯友宜幫忙錄製語音拜票，侯明日也將陪同掃街。 陳孝威說，這場初選是國民黨的「新舊之爭」，從3月起共推出三輪電話語音拜票，後天將和丁守中一同騎腳踏車上街頭拜票。 "
"421","UDN","05","08","八田與一追思會被問參選北市 賴清德笑而不答"," 八田與一逝世76周年追思會昨下午在烏山頭水庫八田與一銅像前舉行，八田與一長孫八田修一（穿西裝者）帶領家屬祭拜。 記者謝進盛／攝影分享  facebook   行政院長賴清德昨出席八田與一追思會，面對當前乾旱，特別以「他（指八田）所興建烏山頭水庫的水，除流到農田，也會流到我們心裡」，他表示，若沒有烏山頭水庫，不只農田無法灌溉，恐連民生用水都有問題。 而國民黨台北市長提名人丁守中等人昨拜會黨主席吳敦義請益，指賴清德才是最強對手。對此賴面對記者追問時，以「哈哈哈」笑而不答。行政院長賴清德昨南下烏山頭水庫，出席日籍技師八田與一逝世76周年追思會。 記者謝進盛／攝影分享  facebook    賴清德昨天下午由嘉南農田水利會會長楊明風等人陪同，前往烏山頭水庫參加八田與一逝世76周年追思會，並與八田與一長孫八田修一等遺族握手致意。 賴清德說，台灣跟日本是「患難見真情」，都經過地震的苦難；他更以八田修一致詞時所說的「下過雨的土地，土壤會變得更堅硬」，也就是說，經歷考驗，這才真感情。 賴清德也代表行政院感謝日本安倍首相政府和日本各界，能在國際上支持台灣參與世界衛生組織大會（WHA）及CPTPP（跨太平洋夥伴全面進展協定）。 "
